Name,Latitude,Longitude,Votes,Rating
Five Senses,40.747573158626,-73.9863122632311,1361,4.0
Buena Vista Restaurant & Bar,40.75686,-73.99356,148,4.5
El Born,40.7243479163883,-73.9512226101037,288,4.5
Peaches Shrimp and Crab,40.6879838,-73.9625478,287,4.0
Agora Turkish Restaurant,40.77492,-73.95412,523,4.5
Sofreh,40.6798617,-73.973984,210,4.0
Colonia Verde,40.6897354125977,-73.970703125,151,4.0
MONOMONO,40.72549,-73.98803,411,4.0
Fette Sau,40.714066,-73.956327,2246,4.0
Angkor Cambodian Bistro,40.76226,-73.95914,271,4.5
While We Were Young,40.73437,-74.00272,308,4.0
Soju Haus,40.7468603,-73.9851724,535,4.0
Gaia Italian Café,40.721653,-73.985346,979,4.0
Midnights,40.71748,-73.95843,211,4.0
750 Myrtle Diner,40.69486,-73.95278,109,4.5
Taste of Heaven,40.717115,-73.940613,127,5.0
EN Japanese Brasserie,40.7306,-74.00698,1237,4.0
Crispo,40.7392469,-74.0016882,949,4.0
LaLou,40.680311,-73.967596,34,4.5
THEP Thai Restaurant,40.77078,-73.95727,876,4.5
Zenkichi New York,40.71897,-73.96081,977,4.0
Amy Ruth's,40.80248,-73.95038,2557,4.0
Yopparai,40.71919,-73.98571,222,4.5
Momofuku Noodle Bar,40.76847,-73.983092,250,4.0
District Saigon,40.7596365,-73.9199343,550,4.0
Sweet Brooklyn Bar And Grill,40.6778662988215,-73.9500002190471,333,4.0
Selamat Pagi,40.723255,-73.944633,260,4.0
Zest Ramen,40.71816,-73.99186,222,4.5
KROK Brooklyn,40.68761,-74.0013,56,4.5
La cafette,40.71323,-73.95638,66,5.0
The Smith,40.755165,-73.967868,2538,4.0
Ume Williamsburg,40.71657,-73.96559,135,4.0
Cooper's Craft & Kitchen,40.72704,-73.9892,430,4.0
Quality Italian,40.7644044527436,-73.9767805051616,1037,4.0
Black Iron Burger,40.75427,-73.99031,918,4.0
Khiladi NYC,40.727536,-73.97926,44,4.5
Ayza Wine & Chocolate Bar,40.7471774721074,-73.987011312828,1629,4.0
Heidi's House By The Side Of The Road,40.772189,-73.955029,596,4.5
Havana NY,40.75189,-73.98517,260,4.0
The Meatball Shop,40.7459138,-74.0015369,856,4.0
Hanoi House,40.72698,-73.98357,462,4.0
Lure Fishbar,40.724612166991,-73.998574708004,1617,4.0
Suzume,40.7131652,-73.9494479,291,4.0
Yaso Tangbao,40.6918206366101,-73.9863992364001,742,3.5
Bar Bolinas,40.693499,-73.967389,119,4.0
Bricolage,40.67792,-73.97975,459,4.0
Agern,40.7525286099337,-73.9780961338684,191,4.0
Xifu Food,40.6880326,-73.9819963,128,4.5
Salinas,40.7436999,-74.00314,910,4.0
Proong Noodle Bar,40.73528,-73.98003,138,4.5
Osteria Cotta,40.78554,-73.97263,837,4.0
Szechuan Mountain House,40.72911,-73.98858,303,4.0
Nakamura,40.717975,-73.985115,358,4.0
Colonie,40.6909,-73.9958,559,4.0
Fish,40.731734,-74.003463,1432,4.0
Bacchus Bistro & Wine Bar,40.68692,-73.98437,461,4.0
San Marino Ristorante,40.72697,-74.00611,142,4.0
Amelie,40.78875,-73.97464,168,4.5
FREEHOLD,40.7136054,-73.965905,500,3.5
Madre,40.73311,-73.95798,43,5.0
Freemans,40.721988,-73.992466,2029,4.0
The Musket Room,40.72392,-73.99378,433,4.5
Duane Park,40.7249172,-73.9925423,455,4.0
Boutros,40.6901481293837,-73.9935445412993,113,4.5
Samurai Papa,40.702892072912,-73.943588398397,260,4.5
NAYA,40.7023139,-74.0114968,140,4.5
Miti Miti,40.6786672454389,-73.9791200818081,891,4.0
Covina,40.7423054,-73.9832149,334,4.5
Steak 'N Lobster,40.74731,-73.99135,83,4.0
Black Tap - Soho,40.723807,-74.004351,1128,3.5
The Brooklyn Tree,40.70734,-73.94186,145,4.5
The Athenian,40.72915,-73.98557,35,4.5
Westlight,40.722299,-73.956691,461,3.5
Gallaghers Steakhouse,40.762876,-73.983837,1131,4.0
Xixa,40.7104,-73.95854,568,4.5
Bunna Cafe,40.705042,-73.928078,571,4.5
Pasta Eater,40.73765,-73.99134,39,4.5
Boulton & Watt,40.7224963,-73.986439,671,4.0
Dock Asian Eatery,40.70628,-73.92274,103,4.5
The Bear,40.7128339,-73.9663587,30,4.5
Katz's Delicatessen,40.722237,-73.98743,11866,4.0
Anella,40.73327,-73.95786,411,4.0
Carbone,40.728,-74.0001497,946,4.0
Hard Times Christmas Liquors at the Sunset bar,40.70794,-73.92164,359,4.0
The Cabin NYC,40.72393,-73.98383,157,4.0
Nerai,40.7602,-73.97308,450,4.5
CAVA,40.7337897786475,-73.9896078601189,278,4.5
La Pecora Bianca,40.74358,-73.9892,520,4.0
Mad For Chicken Williamsburg,40.71142,-73.94751,89,4.5
Gentleman Farmer - Fort Greene,40.69307,-73.9711,157,4.5
Mamasita Bar & Grill,40.76733,-73.98945,985,4.0
CK14  The Crooked Knife,40.739015,-74.001506,515,4.0
Boqueria West 40th St,40.75558,-73.99012,348,4.0
Tuk Tuk,40.743232,-73.954254,669,4.0
Morimoto,40.74332,-74.00713,3004,4.0
Don Chingon,40.6810431221494,-73.9752403260395,334,4.5
Tailfeather,40.69415,-73.96089,16,5.0
Tipsy Shanghai,40.72929,-73.99882,145,4.0
Ovest Pizzoteca by Luzzo's,40.7507476806641,-74.0030212402344,518,4.0
Laut Singapura,40.73895,-73.98896,93,4.0
886,40.72877,-73.98873,315,4.0
The Spaniard,40.7327497,-74.0021829,230,4.0
Jintana Thai Farmhouse,40.666597,-73.98211,76,4.5
The Meatball Shop,40.7182749,-73.9576213,1221,4.0
Dirty French,40.72183,-73.98719,632,4.0
The Harrow New York,40.76419,-73.99182,193,4.5
Sky 55 Bar & Grill,40.703234,-74.008687,20,4.5
TabeTomo,40.72688,-73.98311,273,4.5
BCD Tofu House,40.747503631444,-73.9862447208321,1961,4.0
The Woo,40.7253,-74.00371,63,4.0
Shigure,40.71853,-74.00477,106,4.0
Le Coucou,40.71909,-74.00013,527,4.0
Maite,40.69924,-73.926797,175,4.0
Windrose,40.72933,-74.00392,80,4.5
Balthazar Restaurant,40.722730394629,-73.998330776327,3021,4.0
Dekalb Market Hall,40.691025,-73.983311,640,4.0
Forlini's Restaurant,40.71695,-73.99957,424,4.5
Bobwhite Counter,40.72365,-73.97899,772,4.5
Chuko,40.680784,-73.967455,1051,4.0
Ruffian,40.7264,-73.98411,196,4.5
19 Cleveland By Nish Nush,40.72164,-73.99722,121,4.5
Her Name Is Han,40.74626,-73.98473,1143,4.0
Woori Korean Restaurant,40.68506,-73.99173,8,5.0
Blue Hill,40.7320640251595,-73.9996931018524,992,4.5
Sweet Chick,40.718423,-73.9574279,1944,4.0
Van Da,40.72341,-73.98307,83,4.0
Paper Daisy,40.7285,-73.98707,56,4.5
Kick Axe Throwing,40.6790268,-73.983077,358,4.5
Bunsmith,40.6718444824219,-73.9572525024414,246,4.0
Voula,40.73235,-74.00222,93,4.5
21 Shanghai House,40.7140138244835,-73.9964454932541,422,4.0
Sister Jane NYC,40.73092,-73.98335,54,4.5
Rustik Tavern,40.690754,-73.958279,434,4.0
Canal Street Market,40.71897,-74.00102,174,4.0
The Drunken Munkey - West Village,40.73136,-74.00253,155,4.5
The Folly,40.72721,-74.00004,210,4.0
O'Hara's Restaurant and Pub,40.7093473589949,-74.0122557367896,444,4.0
Da Gennaro,40.71832,-73.99794,921,4.0
Simon & The Whale,40.739848,-73.984254,173,4.0
Coco Bistro,40.70757,-74.00184,58,4.0
Souvlaki GR,40.72122,-73.98711,864,4.0
Lobster Joint,40.7354,-73.95528,645,4.0
Clay Pot - West Village,40.73138,-74.00319,50,4.5
Grindhaus,40.6791767,-74.0105276,102,4.5
Claro,40.6773587963142,-73.9861984489446,159,4.0
Ramen-Ya,40.732536,-74.001681,948,4.0
Caracas Arepa Bar,40.713214,-73.957397,810,4.0
Cask Bar & Kitchen,40.745414,-73.979004,1328,4.0
Industry Kitchen,40.7049434740873,-74.0048825740814,577,3.5
Ho Foods,40.72634,-73.98478,255,4.0
Cotenna,40.72903,-74.00357,388,4.0
Giano Restaurant,40.7262256596862,-73.9840574049125,567,4.5
Taiwan Pork Chop House,40.71424,-73.99799,436,4.0
Samba Kitchen,40.76095,-73.99115,428,4.5
Socarrat Paella Bar - Chelsea,40.7427204,-73.9995147,1123,4.0
Fukurou,40.72905,-74.00143,309,4.0
dumboLUV,40.7032593,-73.9866501,7,4.5
Blue Smoke,40.714486,-74.0152768,621,3.5
Grimaldi's Pizzeria,40.702583,-73.9932413,4574,3.5
El Jeffe,40.6801601,-73.9419752,224,4.5
Attraversa West Village,40.7290058570751,-74.0033128150578,20,5.0
K'OOK,40.72682,-73.98738,417,4.0
Nobu Fifty Seven,40.7636210840864,-73.9765048613641,1161,4.0
The Topaz,40.70734,-73.93949,100,4.5
Balaboosta,40.73769,-74.00584,39,4.0
Follia NYC,40.7349243164062,-73.9855880737305,155,4.0
La Pulperia UES,40.7766202,-73.9523275,723,4.0
La Goulette,40.71483,-73.96157,306,4.5
Tacuba Hell's Kitchen,40.76545,-73.98729,632,4.0
Circa Brewing,40.69165,-73.98603,290,4.0
Taverna Kyclades - East Village,40.7310782469639,-73.9825163036585,800,4.0
Aunt Jake's,40.73329,-73.99852,215,4.0
Asian Spicy Curry Pop-up,40.715031,-73.99931,137,4.5
Anejo Tribeca,40.7193829,-74.004417,353,4.0
Ichiran - Times Square,40.76004,-73.9833,229,4.0
Gersi,40.683438,-73.995711,241,4.5
Le Sia,40.728886,-73.989841,231,4.0
Verde On Smith,40.684437,-73.992234,498,4.0
Marta,40.7445212750732,-73.9845828515206,859,4.0
Pippali,40.74233,-73.98331,728,4.0
Pizza Moto,40.6746224,-74.0007999,181,4.5
Zen Ramen & Sushi,40.75185,-73.98892,1439,4.5
Harding's,40.7393229,-73.9887163,354,4.0
Surfish Bistro,40.6687008,-73.9936051,311,4.0
Delmonico's,40.70507,-74.01019,1013,4.0
Yakitori Taisho,40.729535,-73.9892642,1569,3.5
Local & Vine,40.72528,-74.0074,82,4.5
Sottocasa Pizzeria,40.688285,-73.989006,614,4.5
Zyara NY,40.71964,-73.98507,152,4.5
Patrizia's Pizza and Pasta,40.7398415,-73.9792862,553,4.0
ICHIRAN - Brooklyn,40.707587,-73.933271,1078,3.5
Bowery Road,40.7333427,-73.9901924,199,4.0
The Quarter Brooklyn,40.6874192552749,-73.9748689904809,170,4.0
The Finch,40.686831,-73.962875,200,4.0
Keste Fulton,40.709239,-74.004869,156,4.0
The Tang - Upper West Side,40.80005,-73.966393,163,4.5
Los Mariscos,40.74207,-74.00565,541,4.5
Wild Ink,40.753754,-74.001388,119,4.0
Di An Di,40.729526,-73.958244,141,4.0
Boulud Sud,40.7718614234522,-73.9816256082283,725,4.0
Hwa Yuan,40.7137,-73.99598,228,4.0
Lighthouse,40.7104080536563,-73.9539040490168,258,4.0
The Cellar,40.73889,-73.9897,658,4.0
Two 8 Two Bar & Burger,40.688536,-73.989728,631,4.0
Balvanera,40.72063,-73.98539,219,4.5
Ramen Ishida,40.71959,-73.98834,165,4.5
Bushniwa,40.70397,-73.93344,93,4.5
Clinton Hall,40.70803,-74.014869,635,3.5
Eleven Madison Park,40.7416907417333,-73.9872074872255,2126,4.5
LaRina Pastificio & Vino,40.6933631896973,-73.9704132080078,136,4.0
The Rag Trader & Bo Peep Cocktail and Highball Store,40.75059,-73.98628,390,4.5
Udon West Midtown,40.7535446865563,-73.9735724478504,1002,4.0
Tia Pol,40.7473,-74.00481,686,4.0
Aoi Kitchen,40.72683167,-73.98754333,6,4.5
Frankies 457 Spuntino,40.677328,-73.997972,784,4.0
Mercato,40.75619,-73.9937,856,4.0
The Modern,40.7610060884932,-73.9767725608521,979,4.5
Pinto Restaurant,40.6947735368336,-73.9943484261754,211,4.0
Mi Noodle Bar,40.7377,-73.981304,213,4.5
Vida Verde,40.7650089,-73.983215,1066,4.5
El Camion,40.7291,-73.98105,678,4.0
Chez Moi,40.6907305802403,-73.99551244328,362,4.0
Norikoh,40.75116,-73.98153,532,4.0
Caffe Buon Gusto,40.77249,-73.95713,446,4.0
5ive Spice,40.68145923448,-73.9772509779765,591,4.0
The Gray Mare,40.726043,-73.989936,78,4.5
Tribeca's Kitchen,40.7162705535921,-74.0072225927912,473,4.0
Riko Peruvian Cuisine,40.750076,-73.995422,686,4.0
Lillie's Victorian Establishment,40.7614625,-73.9860519,1417,4.0
Oceanic Boil,40.7498297,-73.8821356,512,4.5
Pommes Frites,40.730022,-74.000152,866,4.5
Leyenda,40.68431,-73.99197,212,4.0
Santiago's Beer Garden,40.79849,-73.93382,152,4.5
Aquavit,40.76079,-73.97221,720,4.0
View of the World Terrace Club,40.709845,-74.013894,158,3.5
Bar B,40.7395804,-73.999118,172,4.5
La Loteria,40.7307865530978,-74.0041882564488,313,4.0
Asuka Sushi,40.74529,-73.99888,916,4.0
Benson's NYC,40.7218302,-73.9866963,376,4.5
Emily - West Village,40.729330068469,-74.0038400073579,575,4.0
Mo's Original,40.66127,-73.95342,69,4.5
Jeepney,40.730294,-73.9835395,1074,4.0
Quality Meats,40.764958,-73.976206,1935,4.0
Endswell Bar & Bistro,40.68618,-73.97377,42,4.5
Okinii,40.72894,-73.99911,295,4.0
White Horse Tavern - Financial District,40.70372,-74.01237,355,4.0
Calaca,40.6834,-73.95655,172,4.5
Mazzat,40.684942,-74.003028,173,4.5
Atera,40.71694,-74.0057,253,4.5
Danji,40.764,-73.98686,989,4.0
Gotham West Market,40.7624395,-73.9971462,550,4.0
Original Buddha Bodai Kosher Vegetarian Restaurant,40.7138543,-73.9989484,969,4.0
Fiaschetteria Pistoia,40.73316,-74.00537,36,4.5
Negril BK,40.67501,-73.98163,496,4.0
The Wei,40.68983,-73.98171,221,4.0
Los Tacos No. 1,40.714282,-74.008675,60,4.5
Red Hook Tavern,40.67788,-74.01209,41,4.5
Brooklyn Beet Company,40.6333416,-74.0268741,424,4.5
The Capital Grille,40.7078813982786,-74.0102026698364,573,4.0
983-Bushwick's Living Room,40.703087,-73.933403,392,4.0
The Crabby Shack,40.6773501401729,-73.9554671528066,641,4.0
Patzeria Family & Friends,40.7615,-73.98754,1040,4.5
Wasan Brooklyn,40.6812605,-73.9768418,190,4.0
Mori,40.671718,-73.983902,89,4.5
Seed,40.6754336,-73.9811254,187,4.0
Pates Et Traditions,40.71485,-73.95466,824,4.5
Meet Noodles,40.73097,-73.9891,158,4.5
Shabu-Tatsu East Village,40.72927,-73.98585,627,4.0
Al Di La Trattoria,40.675332643247,-73.981340475038,882,4.0
Il Buco,40.72583,-73.99299,652,4.0
Tofu Tofu,40.7176299520983,-73.9954301342368,302,4.5
Kings Co Imperial,40.71512,-73.95097,276,4.0
Cafe Argentino,40.711199,-73.95137,226,4.0
Quality Eats,40.74451,-73.98661,263,4.0
Becco,40.76083,-73.98981,2811,3.5
Lokal 83 Mediterranean Kitchen,40.7842696,-73.9734941,289,4.5
Panzerotti Bites,40.683715,-73.99227,110,5.0
Le Midi,40.7350747572983,-73.9931811690485,385,4.0
Pascalou,40.78521,-73.95595,207,4.0
Cafe Mogador,40.727258767439,-73.9845085144043,1863,4.0
Graziella's,40.6904563903809,-73.9696273803711,394,4.0
Imani Caribbean Kitchen & Bar,40.689413,-73.970866,407,4.0
Hart's Restaurant,40.681458,-73.955893,89,4.5
TAO Uptown,40.76269,-73.97147,2531,3.5
Le Fanfare,40.736202,-73.955558,167,4.0
One Mile House,40.720394,-73.99321,237,4.0
Ai Fiori,40.7500752,-73.9837835,1231,4.0
Porteno Restaurant,40.750499,-74.002525,371,4.0
La Bella Vita,40.719816,-73.997403,366,4.0
Fogo de Chao Brazilian Steakhouse,40.7610765,-73.9777711,1150,4.0
Bengal Tiger Indian Food,40.763167,-73.977131,1781,4.5
Kafana,40.72432,-73.97851,395,4.0
Korzo,40.66199,-73.99238,444,4.0
Han Dynasty,40.78752,-73.97647,574,4.0
R17,40.70577,-74.001748,37,3.5
San Blas,40.69452,-73.99371,22,4.5
Veselka,40.7289505004883,-73.9869689941406,2509,4.0
Carmine's Italian Restaurant - Upper West Side,40.791077,-73.973763,1309,4.0
Pig Heaven,40.77544,-73.95686,355,4.0
Kind Of Soul,40.68573,-73.9813,35,4.5
Fan Fried Rice Bar,40.69099,-73.95587,68,4.5
Blue Ribbon Brasserie - Brooklyn,40.67423,-73.98228,565,4.0
The Islands,40.6770523794749,-73.9634169638157,692,4.0
Dim Sum Palace,40.7259,-73.98986,119,4.5
MáLà Project,40.72713,-73.98542,604,4.0
Olea,40.6877844,-73.9706046,845,4.0
Gomi Korean Wine Bar,40.72886,-73.9813,124,4.5
L'Accolade,40.732484,-74.003915,55,4.5
Oramen,40.7390256,-73.9960282,272,4.0
Employees Only,40.73343,-74.00617,1436,4.0
Bateaux New York,40.7474032689075,-74.009646177292,299,4.0
Karvouna Mezze,40.72252,-73.99296,43,4.5
Sushi Yasaka,40.779583,-73.983482,1710,4.0
Klom Klorm,40.70318,-73.91701,205,4.5
Atoboy,40.74364,-73.98456,335,4.5
The Ryerson,40.67478,-73.95018,38,5.0
Grill 21,40.7356760912996,-73.9799634876969,518,4.0
Leuca,40.722121,-73.956678,309,4.0
omakase room by maaser,40.73316,-74.004,56,4.5
Fiaschetteria Pistoia,40.72666,-73.9773,153,4.0
Cobble & Co.,40.70701,-74.00356,139,3.5
Bar Goto,40.72277,-73.98989,218,4.5
Westville East,40.72847,-73.98213,1026,4.0
Northern Bell,40.71389,-73.94855,257,4.0
The Loeb Boathouse,40.7754372308692,-73.9687870358597,1241,3.5
Cocotte,40.72575,-74.00178,318,4.0
Tara Rose,40.74176,-73.98123,90,4.5
Mama Mia 44 SW,40.759761,-73.992065,555,4.0
Little Rascal,40.7208633,-73.9950497,218,4.0
Terroir Tribeca,40.718804998517,-74.0099987815497,276,4.0
SriPraPhai Thai Restaurant,40.7464987,-73.8992328,2297,4.0
Mercado Little Spain,40.752435,-74.001475,286,3.5
Market Table,40.7297659255873,-74.0037665277862,788,4.0
Pepolino Restaurant,40.720756,-74.004885,538,4.0
Blend,40.7454187160279,-73.9533804030555,814,4.0
Claudette,40.7330367619291,-73.9960286909289,369,4.0
Margherita NYC,40.7189865112305,-73.9969329833984,289,4.0
Dellarocco's,40.6950309,-73.9961252,247,4.0
Soba Totto,40.75122,-73.97317,888,4.0
Sala One Nine,40.7398849,-73.9931044,799,4.0
Briciola,40.7637997047278,-73.9880919456482,807,4.0
Okonomi,40.712622,-73.9487843,448,4.5
Ichibantei,40.73063,-73.98275,201,4.0
Speedy Romeo,40.6875154792236,-73.959874469611,584,4.0
The Copper Still Chelsea,40.7433018973893,-73.9962961112732,54,4.5
MAKIINNY,40.72831,-73.98914,39,5.0
Tuome,40.72412482724,-73.9828906263924,473,4.5
Patrizia's - Williamsburg,40.7109154314181,-73.9673637711639,615,4.0
PhoBar,40.7152346,-73.9990079,190,4.0
Hak Box,40.714,-73.99439,38,4.5
The Greek Kitchen,40.7697614,-73.9881055,490,4.0
Divya's Kitchen,40.72378,-73.98849,336,4.5
Tiny's & The Bar Upstairs,40.716698,-74.00816,559,4.0
Trinity Place,40.708865,-74.01117,361,4.0
The Little Owl,40.7323808291402,-74.0053009986877,1251,4.0
Cafeteria,40.740567590122,-73.9980747946,3262,3.5
Broadstone Bar & Kitchen,40.70411,-74.01186,232,4.0
The Bar Downstairs and Kitchen,40.7528813879886,-73.9810645580292,364,4.0
Chiko,40.7319,-73.95422,36,5.0
MarkJoseph Steakhouse,40.70837,-74.00152,396,4.0
ICHIRAN Midtown,40.74839,-73.99062,675,4.0
Kopitiam,40.71387,-73.99091,567,4.0
Avlee Greek Kitchen,40.679911,-73.994879,254,4.5
Chef's Table at Brooklyn Fare,40.7561930774282,-73.9966090932068,501,4.5
Mariella,40.6662419,-73.985749,324,4.5
Trapizzino,40.72043,-73.98894,214,4.5
HYUN,40.7474,-73.98444,83,4.0
Churrascaria Plataforma,40.76202,-73.98765,1337,4.0
San Carlo Osteria Piemonte,40.72517,-74.00212,199,4.5
Cantina Rooftop,40.765101,-73.996046,649,3.0
Coco J'adore,40.7396062,-74.005997,108,4.0
JoJo,40.76506,-73.96571,133,4.0
Forgtmenot,40.714498871349,-73.9915559401866,177,4.0
Kilo,40.767137,-73.9866739,448,4.0
Blueprint,40.6769,-73.980411,326,4.5
Aquagrill,40.7253545576709,-74.0037010931698,1346,4.0
Cull & Pistol Oyster Bar,40.7426589397899,-74.0059285394953,623,4.0
Cherry Point,40.7244954175426,-73.9511575076571,137,4.5
Di Fara Pizza,40.625093,-73.961531,3373,4.0
Desnuda,40.713046,-73.958968,204,4.0
99 Favor Taste,40.7176199,-73.99249,1779,4.0
Via Della Pace,40.7277013287721,-73.9877394513958,533,4.0
MUI,40.74732,-73.98646,225,4.0
The Flying Cock,40.745296,-73.978073,516,4.0
Judge Roy Bean Public House,40.7629158108786,-73.9761248066812,723,4.5
Bowery Meat Company,40.72453,-73.9917876,469,4.0
Butler,40.7032670673495,-73.9922419276899,80,4.5
Hot N Juicy Crawfish,40.7395099255823,-74.0016006497376,474,4.5
GLUR Thai,40.74121,-73.99665,31,4.5
Yin Ji Chang Fen Rice Roll,40.71583,-73.999336,95,3.5
Miramar,40.70814,-74.01779,184,3.5
Azasu,40.719758,-73.985011,119,4.0
Char Sue,40.7196000924977,-73.9879152551293,170,4.5
Old Xi'an,40.70591,-74.00747,177,4.0
Sake Bar Hagi 46,40.76057,-73.99008,274,4.0
L'Atelier de Joël Robuchon,40.743052,-74.007872,119,4.5
Blanca,40.7050708681994,-73.933581,166,4.0
Caracas Arepa Bar,40.7269655,-73.9854223,2544,4.0
Kevin's,40.6791804832269,-74.0105960311045,149,4.0
Han Dynasty,40.6911319610036,-73.9825977757573,244,4.0
Bar Verde,40.7260849061034,-73.9897361397743,219,4.5
Patsy's Pizzeria,40.6818695,-73.976181,503,4.5
Ivy Lane,40.763027,-73.968715,26,4.5
The Longshoreman,40.68472,-74.0027,43,4.5
Ravagh Persian Grill,40.74564,-73.9855,755,4.0
Oxalis,40.673109,-73.9626279,87,4.5
Decoy,40.734196,-74.006519,412,4.0
Locanda Vini e Olii,40.685007,-73.962943,301,4.0
Barboncino Pizza & Bar,40.67206,-73.95717,923,4.0
Sauce,40.720512182453,-73.989400288419,786,4.0
Yemen Cafe & Restaurant,40.6899167976363,-73.9936561765076,492,4.5
Tomiño Taberna Gallega,40.7192978908919,-73.9969160361937,220,4.5
Bap,40.74618,-73.97802,115,4.5
Rabbithole Restaurant,40.7122932799856,-73.9628687873483,810,4.0
Tre,40.72184,-73.987714,462,4.0
Taureau,40.72452,-74.00569,570,4.5
Smithfield Hall,40.7447532620452,-73.9934939850447,458,4.0
Kimpanadas,40.678451,-73.964165,15,5.0
La Cigogne,40.683501,-73.999304,346,4.0
Calle Dao - Chelsea,40.7476515,-74.0037312,527,4.5
Joseph Leonard,40.7336021670705,-74.001675412843,653,4.0
KazuNori  | The Original Hand Roll Bar,40.74519,-73.98824,862,4.5
Miss Lily's 7A,40.726019,-73.9837551,647,4.0
Toribei,40.6745180177706,-73.9820596277137,34,4.5
Cooper's Craft & Kitchen,40.742702,-74.000778,375,4.0
Tamarind,40.71909,-74.00892,890,4.0
The Usual,40.72056,-73.99527,100,4.0
Nish Nush,40.715688,-74.007695,700,4.5
Le French Diner,40.7218274586187,-73.9879689992204,110,4.5
Bao Bao Cafe,40.70854,-74.01367,170,4.0
The Food Sermon Kitchen,40.6647720336914,-73.9535217285156,252,4.5
Falansai,40.70676,-73.92877,214,4.0
Hourglass Tavern,40.760952,-73.9903269,746,4.0
Laut,40.73756,-73.9911,1185,3.5
Los Papi's,40.7021,-73.98444,75,4.0
Ootoya Times Square,40.75487,-73.98599,897,4.0
Santa Panza,40.6947,-73.93068,148,4.5
Eugene & Co,40.6838112,-73.9438324,195,4.0
Yia Yia's Taverna,40.70401,-73.93086,125,5.0
Puerto Viejo,40.67885,-73.96214,438,4.0
Mighty Quinn's Barbeque,40.727574,-73.988623,1739,4.0
Bubby's High Line,40.7395398791443,-74.0078054871199,750,3.5
Nowadays,40.6930436149127,-73.901419658197,160,3.5
Mekelburg's,40.687542,-73.962334,249,4.0
Fausto,40.67597,-73.97181,144,4.0
Posto,40.73483,-73.98282,593,4.0
Rocco's Tacos & Tequila Bar,40.69319596606,-73.9885798943981,1282,3.5
The Fulton,40.7053694327276,-74.0010633899353,140,3.5
Cent'Anni,40.6730907423467,-73.9573492245369,413,3.5
Mesa Coyoacan,40.715528,-73.944273,749,4.0
Sushumai Asian Fusion,40.7211610690848,-73.9872866123915,173,4.5
Fishing Restaurant Zauo,40.7444,-73.99455,220,3.5
The Polo Bar,40.761559099,-73.9743427135,402,4.0
Pier A Harbor House,40.704364,-74.018051,639,3.0
Randolph Beer,40.7120096,-73.9634612,370,4.0
Harvest Kitchen,40.777697,-73.978357,81,4.0
Via Carota,40.7331,-74.00369,502,4.0
Flame,40.78396,-73.97444,380,4.0
Harry's,40.704512,-74.009834,672,4.0
Zutto Japanese American Pub,40.71847,-74.00903,867,4.0
Tavern on Jane,40.73822,-74.00426,403,4.0
Quality Eats,40.7345,-74.00004,410,4.0
Sola Pasta Bar,40.72229,-74.00403,200,4.0
Zum Schneider,40.72421,-73.978862,580,4.0
Sweet Chick,40.67763,-73.97255,584,4.0
Aqua Boil,40.763702,-73.988386,31,4.5
Hunan Slurp,40.72669,-73.98563,205,4.0
YUJI Ramen,40.712527,-73.9487788,122,4.0
Uluh,40.7293403,-73.9866071,231,4.5
Le Garage,40.6993863968861,-73.9265948743181,145,4.0
CajunSea & Oyster Bar,40.7483352,-73.9867701,1208,4.0
Faun,39.759734,-104.984164,142,4.0
Tri Dim Shanghai,40.77395,-73.95793,355,4.0
Yi Ji Shi Mo Noodle Corp,40.71824,-73.99583,56,4.5
Taboon,40.7661052157931,-73.9909893717713,641,4.0
Maiella,40.7470416595732,-73.956579002435,849,4.0
Humboldt and Jackson,40.7166749128013,-73.9431685939692,122,4.5
Kor Tor Mor,40.6846634,-73.9918633,230,4.0
The Smith,40.74424,-73.98878,910,4.0
Miznon,40.742575,-74.006206,307,4.0
Bistro Les Amis,40.724678,-74.002624,361,4.0
B Squared,40.7615509,-73.9906616,418,4.5
Manhattan Proper,40.713341940631,-74.0080507346,330,4.0
Tatsu Ramen,40.72908,-73.98446,404,4.0
Unagi,40.72084,-73.99601,49,4.0
Della,40.65287,-73.97631,113,4.0
Kuu Ramen,40.7096786,-74.0089569,592,4.0
Maya,40.7632055528185,-73.9596225112209,901,3.5
Casa Nonna,40.75496,-73.99247,525,4.0
Schilling,40.70857,-74.014,146,4.0
LunÀtico,40.6834345006833,-73.9346118563989,106,4.5
Barely Disfigured,40.68309,-73.9928,72,4.5
