Name,Latitude,Longitude,Votes,Rating,Type,City
Iguana Restaurant & Dance Lounge,40.7642063,-73.9832105,834,3.0,mexican,ny
Oaxaca Taqueria,40.7453117370605,-73.9795227050781,120,3.5,mexican,ny
Leslie's Kitchen,40.70136,-73.92663,33,4.5,mexican,ny
Maizal Restaurant,40.61831,-74.06958,236,3.5,mexican,ny
Dos Toros Taqueria,40.75352,-73.97418,174,3.5,mexican,ny
Oaxaca Taqueria,40.688233,-73.986593,83,3.0,mexican,ny
El Burrito Nacho,40.68465,-73.91406,54,4.0,mexican,ny
Mezquite Restaurant,40.76167,-73.9109,257,4.0,mexican,ny
Border Burrito,40.71403,-73.96147,25,4.0,mexican,ny
Las Margaritas Restaurant & Bar,40.70541,-73.89673,58,4.0,mexican,ny
Citrico,40.6768903036116,-73.9635266537943,207,4.0,mexican,ny
Empellón Al Pastor East Village,40.72668,-73.98336,249,3.5,mexican,ny
Tacos Times Square,40.7417320336149,-73.9823354903991,108,4.0,mexican,ny
Taco Mix,40.7181,-73.98592,22,3.5,mexican,ny
ERT - El Rico Tinto Restaurant,40.7546065,-73.8930553,31,5.0,mexican,ny
Lobo Loco,40.6235482129985,-74.0310907468305,283,3.0,mexican,ny
Taqueria Meza,40.7330017,-74.002915,295,3.5,mexican,ny
The Great Burrito,40.78333,-73.97796,276,4.0,mexican,ny
Factory Tamal,40.7159893975333,-73.9903887679246,84,4.5,mexican,ny
Santa Fe,40.7767077615034,-73.9789559105304,167,3.5,mexican,ny
Gitano NYC,40.7228510741812,-74.0062101896931,203,3.0,mexican,ny
Los Feliz,40.71938,-73.98882,455,3.0,mexican,ny
Rancho Tequileria,40.763717,-73.989189,274,3.5,mexican,ny
Tacos Times Square,40.76253,-73.97671,105,4.0,mexican,ny
El Centro Cantina,40.76593,-73.98675,42,4.0,mexican,ny
Dos Toros Taqueria,40.73062,-74.0023,284,3.5,mexican,ny
Tacos El Dorado,40.6542699,-73.95942,19,4.5,mexican,ny
Puebla,40.717988,-73.988314,23,3.5,mexican,ny
Vera Cruz,40.717292,-73.957939,228,3.5,mexican,ny
The Whiskey Annex,40.721141,-73.956733,9,4.0,mexican,ny
Laly's Restaurant,40.747207,-73.8897241,118,4.5,mexican,ny
Taco Bar,40.727023,-73.9918770865082,67,3.5,mexican,ny
Oaxaca Taqueria,40.7601356506348,-73.992057800293,105,4.0,mexican,ny
Nacho Macho Taco,40.69646,-73.91388,28,4.5,mexican,ny
Al Horno Lean Mexican Kitchen,40.61973,-74.03276,22,4.5,mexican,ny
Warude,40.6846262,-73.9440354,62,3.5,mexican,ny
El Diablo Taco Truck,40.7156147733261,-73.9521074295044,69,4.0,mexican,ny
Rancho Alegre,40.672208,-73.97698,111,3.5,mexican,ny
Taqueria Santa Fe,40.76319,-73.87492,119,4.0,mexican,ny
Evelia’s Tamales,40.7493562,-73.8691189,7,5.0,mexican,ny
