Name,Latitude,Longitude,Votes,Rating,Type,City
Maison Pucha Bistro,29.78922,-95.3881,226,4.0,indian,houston
Samurai Noodle,29.7764846,-95.4112293,627,4.0,indian,houston
The Burger Joint,29.74533,-95.39118,1014,4.0,indian,houston
KA Sushi,29.803124,-95.4107372,393,4.0,indian,houston
BirdDog Saint,29.75862,-95.36313,50,3.5,indian,houston
District 7 Grill,29.7521019589688,-95.3747399760931,546,4.0,indian,houston
Mastro's Steakhouse,29.751449,-95.456474,357,3.5,indian,houston
Thai Bistro,29.72865,-95.430533,355,4.0,indian,houston
Flip 'n Patties,29.7594315325627,-95.3648082911968,39,4.5,indian,houston
Sapporo Japanese Sushi & Bar,29.7632468924356,-95.3620460044849,62,4.5,indian,houston
Nippon Japanese Restaurant,29.73269,-95.39147,666,4.0,indian,houston
sweetgreen Montrose,29.74343,-95.39514,30,4.5,indian,houston
Bubba's Texas Burger Shack,29.7259695179953,-95.4668481174935,735,4.0,indian,houston
Tourão Brazilian Churrasqueria,29.7332919,-95.3914724,168,4.0,indian,houston
Brookstreet Bar-B-Que,29.7460823059082,-95.3914413452148,352,4.0,indian,houston
Your Pie,29.7522964518359,-95.3684243165043,254,4.5,indian,houston
Krab Kingz Seafood,29.8611744582097,-95.4729844629765,216,3.5,indian,houston
Ouzo Bay,29.742318,-95.453565,97,4.0,indian,houston
Guadalajara Mexican Grille & Bar,29.72957,-95.4236899,373,4.0,indian,houston
Ike's Love & Sandwiches,29.7903824253055,-95.3978858305221,105,4.0,indian,houston
Zydeco Louisiana Diner,29.75109,-95.3673699,210,4.5,indian,houston
Miyako,29.77024,-95.407674,294,4.0,indian,houston
Cane Rosso,29.8025909301009,-95.4104705527425,385,3.5,indian,houston
Cabo Baja Tacos & Burritos,29.77071,-95.4071,301,4.0,indian,houston
Carrabba's - The Original on Kirby,29.7364881579311,-95.4183509045328,452,4.0,indian,houston
Rainbow Lodge,29.8045101165771,-95.4296264648438,483,4.0,indian,houston
Kura Revolving Sushi Bar,29.7396381,-95.3788745,311,4.0,indian,houston
Tacos Tierra Caliente,29.73829,-95.40826,825,4.5,indian,houston
The Empanada Factory,29.728305,-95.437831,109,4.5,indian,houston
Barnabys Cafe,29.75366,-95.387,437,4.0,indian,houston
The Raven Grill,29.72589,-95.40649,346,4.0,indian,houston
Hubcap Grill,29.760158,-95.360458,294,4.0,indian,houston
Wings of Houston,29.7449784,-95.3820337,28,3.5,indian,houston
Mala Sichuan Bistro,29.7442254,-95.3932558,438,4.0,indian,houston
The Union Kitchen,29.7057177104364,-95.4420052760595,536,3.5,indian,houston
Mia Bella Trattoria,29.7323697055943,-95.4381511442779,364,4.5,indian,houston
Pepper Twins,29.731742,-95.417754,210,4.0,indian,houston
Part & Parcel,29.7537066,-95.3731559,36,4.0,indian,houston
Gatlin's BBQ,29.8204165146057,-95.4290675846557,657,3.5,indian,houston
Weights + Measures,29.742636,-95.372765,754,3.5,indian,houston
Federal American Grill,29.7670059204102,-95.409065246582,462,4.0,indian,houston
Jus' Mac Montrose,29.744899,-95.3820099,527,3.5,indian,houston
Last Concert Cafe,29.76834,-95.35315,180,4.0,indian,houston
Mendocino Farms,29.75766417,-95.457146,27,5.0,indian,houston
Guadalajara Del Centro,29.7540366752636,-95.3644546895492,441,3.5,indian,houston
Lankford Grocery,29.75005,-95.38382,688,4.0,indian,houston
Fukuoka Sushi Bar & Grill,29.74512,-95.37747,148,4.5,indian,houston
Capone's Oven & Bar,29.73401,-95.41529,183,4.0,indian,houston
Peru Cafe Express,29.7283750376028,-95.4378222833283,280,4.5,indian,houston
The Blue Fish - Houston,29.7714194956363,-95.4208760152766,784,4.0,indian,houston
Cielito Cafe,29.748475,-95.401941,198,4.5,indian,houston
Eight Row Flint,29.79033,-95.39928,332,3.5,indian,houston
Bellissimo Ristorante,29.804596,-95.381574,218,4.0,indian,houston
B.B. Lemon,29.73357,-95.39089,39,3.5,indian,houston
Platypus Brewing,29.768207,-95.377465,185,4.0,indian,houston
Local Foods,29.783645,-95.398487,177,4.5,indian,houston
