Name,Latitude,Longitude,Votes,Rating,Type,City
Fonda Chelsea,40.7455185879981,-74.0021848849335,329.0,3.5,mexican,ny
Mexicue,40.754412,-73.986511,493.0,4.0,mexican,ny
La Lupe,40.69725,-73.93517,164.0,3.5,mexican,ny
Café Frida,40.7808959,-73.97648290000001,655.0,3.5,mexican,ny
Taco Morelos,40.71783,-73.95773,95.0,4.0,mexican,ny
Tepache,40.683368,-73.938289,326.0,3.5,mexican,ny
Tacombi - Empire State Building,40.748375,-73.9864908,166.0,4.0,mexican,ny
Friducha,40.73152,-73.95432,72.0,4.0,mexican,ny
Mexico 2000 Restaurant,40.70765,-73.95493,127.0,4.0,mexican,ny
Jimbo Slims,40.7209450363619,-73.9465168238625,34.0,5.0,mexican,ny
Two Lizards Mexican Bar & Grill,40.768857000000004,-73.955524,462.0,3.5,mexican,ny
Barnacho,40.7540321350098,-73.9688491821289,201.0,4.0,mexican,ny
Las Margaritas Sunset,40.717680549891206,-73.9449793863278,40.0,4.0,mexican,ny
Tacombi - Fort Greene,40.68699,-73.9779,132.0,3.5,mexican,ny
Virgin Mary Tacos,40.7400398,-73.97665409999999,6.0,5.0,mexican,ny
La Loncheria,40.702921,-73.929105,56.0,4.5,mexican,ny
El Santo Taqueria,40.70427,-73.9302,17.0,4.5,mexican,ny
Taco Edition,40.71177,-73.94134,75.0,4.0,mexican,ny
Papatzul,40.722148,-74.003677,417.0,3.5,mexican,ny
Conmigo,40.77793,-73.94901999999999,194.0,4.0,mexican,ny
San Pedro Inn,40.67908,-74.01106,17.0,4.0,mexican,ny
Casa Mezcal,40.7179602,-73.9902328,392.0,3.5,mexican,ny
Empellón Taqueria,40.7341219,-74.00302940000002,697.0,3.5,mexican,ny
Lupe's,40.723690000000005,-74.00457759999999,380.0,3.5,mexican,ny
Tacos Matamoros,40.647818784029205,-74.0076383498633,575.0,3.5,mexican,ny
Cantina 48,40.76497,-73.99606999999999,5.0,4.5,mexican,ny
Borrachito,40.7295,-73.98084,19.0,4.0,mexican,ny
Otto's Tacos,40.73454,-74.00206,296.0,4.0,mexican,ny
Lupita's Restaurant,40.790205,-73.943136,120.0,4.0,mexican,ny
Habana To-Go,40.72292,-73.99418,267.0,4.0,mexican,ny
Bushwick Taco,40.692,-73.90616,134.0,4.0,mexican,ny
Pulqueria,40.71448,-73.99819000000001,477.0,3.5,mexican,ny
Lolita's Kitchen,40.7824207446896,-73.9534502033954,87.0,4.0,mexican,ny
Taqueria Santa Fe,40.740766,-73.917876,337.0,4.5,mexican,ny
Cantina Royal,40.7175416270346,-73.96348658650821,241.0,3.5,mexican,ny
Tortaria,40.73387,-73.99304000000001,685.0,3.5,mexican,ny
Taco Dumbo,40.758109999999995,-73.98314549999999,33.0,4.0,mexican,ny
Los Tacos Al Pastor,40.70254,-73.98736,44.0,3.0,mexican,ny
Réunion,40.75964943513,-73.991308284398,684.0,4.0,mexican,ny
Flats Fix,40.74073,-73.98839,111.0,4.0,mexican,ny
Burrito Bar,40.678342,-73.97306390000001,698.0,3.0,mexican,ny
Villa Cemita,40.72383,-73.98478,334.0,4.0,mexican,ny
Otto's Tacos,40.7625885009766,-73.99000549316409,351.0,4.0,mexican,ny
Blockheads,40.7551,-73.96802,451.0,3.5,mexican,ny
Blockheads,40.73123,-73.98905,224.0,3.5,mexican,ny
The Deep End,40.694421036430796,-73.9022258678353,32.0,4.5,mexican,ny
Empellón Al Pastor Murray Hill,40.749309999999994,-73.97664,57.0,3.5,mexican,ny
El Centro,40.766020000000005,-73.98688,837.0,4.0,mexican,ny
Las Catrinas Mexican Bar & Eatery,40.7614214682633,-73.9246649456171,303.0,4.0,mexican,ny
Tac N Roll,40.7252676,-73.9877743,182.0,4.5,mexican,ny
La Chula,40.79882,-73.94168,164.0,4.0,mexican,ny
Don Pancho Villa Restaurant,40.71091079999999,-73.95285030000001,224.0,4.0,mexican,ny
El Rio Grande,40.748074661455,-73.976690081965,616.0,3.5,mexican,ny
Calabrije's Margaritas & Tacos,40.705542961956894,-73.9225539192783,83.0,4.0,mexican,ny
Pedro's Mexican Bar & Restaurant,40.702526,-73.98647,482.0,2.5,mexican,ny
El Toro Blanco,40.72902,-74.00277,392.0,3.5,mexican,ny
Ghost Donkey,40.72524,-73.99271,141.0,3.5,mexican,ny
El Nopal Restaurant & Juice Bar,40.663129,-73.9912745,108.0,4.0,mexican,ny
Los Tacos No.1,40.714240000000004,-74.00869,24.0,4.5,mexican,ny
Casa Publica,40.718194,-73.9520543,103.0,4.0,mexican,ny
Calexico - East Village,40.72732,-73.98883000000001,24.0,4.0,mexican,ny
The Breakers,40.717535,-73.948872,42.0,3.5,mexican,ny
Taqueria Diana,40.714240000000004,-73.95568,67.0,4.0,mexican,ny
Juquila Kitchen and Bar,40.7532,-73.93436,98.0,4.0,mexican,ny
La Flaca,40.7165,-73.98763000000001,343.0,3.5,mexican,ny
Mesa Azteca,40.705059999999996,-73.92022,240.0,4.0,mexican,ny
Mexicue,40.77536,-73.95628,159.0,4.0,mexican,ny
The Garret Nolita,40.719724744789,-73.9950288411429,10.0,4.0,mexican,ny
Hoja Santa,40.763819700000006,-73.914523,33.0,4.5,mexican,ny
Calexico - Park Slope,40.674283,-73.98227800000001,423.0,3.5,mexican,ny
Calexico - Greenpoint,40.72416,-73.95132,692.0,3.5,mexican,ny
Tacos Cholula,40.723009999999995,-73.98605,148.0,4.0,mexican,ny
Pequena,40.68684520000001,-73.97473520000001,324.0,3.5,mexican,ny
GMC Temaxcal Deli & Grocery,40.696418,-73.972984,48.0,4.5,mexican,ny
Noche De Margaritas,40.7801018,-73.94978329999999,347.0,4.0,mexican,ny
Javelina,40.7694,-73.95815999999999,86.0,3.5,mexican,ny
Blockheads,40.7627155294445,-73.98763161006251,766.0,3.5,mexican,ny
Zaragoza Mexican Deli & Grocery,40.730102,-73.980949,297.0,4.0,mexican,ny
Vamos Al Tequila,40.73079,-73.95753,285.0,3.5,mexican,ny
Dos Toros Taqueria,40.692064935192796,-73.9914631471038,90.0,3.5,mexican,ny
Móle,40.718819,-73.96345500000001,284.0,3.0,mexican,ny
Taco Dumbo,40.750296999999996,-73.991708,98.0,4.0,mexican,ny
Taco Dumbo,40.72206,-73.99674,31.0,3.5,mexican,ny
Skinny's Cantina,40.745715866173796,-73.9563131306885,464.0,3.0,mexican,ny
Takumi Taco,40.751606,-74.00652,38.0,4.0,mexican,ny
Les Crêpes & Taqueria,40.715442509549796,-73.98998298110959,82.0,4.0,mexican,ny
Blue Maiz,40.75543,-73.99070999999999,241.0,4.0,mexican,ny
Mole,40.73822,-74.00524,427.0,3.5,mexican,ny
Buddy's Burrito & Taco Bar,40.685340999999994,-73.994661,159.0,4.0,mexican,ny
The King Of Taco,40.7601063,-73.8779181,132.0,4.0,mexican,ny
Tacos Lokos 4ever,40.711607,-73.946425,25.0,4.0,mexican,ny
Cilantro,40.784628999999995,-73.97312099999999,423.0,3.5,mexican,ny
Taqueria Mexico 2000,40.715090000000004,-73.96246,9.0,4.0,mexican,ny
B'klyn Burro,40.682718799999996,-73.9640973,99.0,4.0,mexican,ny
Tacos El Bronco,40.65237,-74.00274,127.0,4.5,mexican,ny
Tacombi - Bleecker Street,40.731120000000004,-74.00272,357.0,4.0,mexican,ny
Taco Mix,40.797098,-73.938785,366.0,4.0,mexican,ny
Cantina Cumbancha,40.71935,-73.95293000000001,46.0,4.0,mexican,ny
Benny's Burritos,40.7380740387279,-74.002123778491,755.0,3.5,mexican,ny
Taqueria Santa Fe,40.700351,-73.920546,89.0,4.5,mexican,ny
Antojitos El Atoradero,40.6787553,-73.982814,2.0,5.0,mexican,ny
Mojave,40.77532900763679,-73.9119911693115,710.0,3.5,mexican,ny
El Mitote,40.77578,-73.98021,478.0,3.5,mexican,ny
Cafe Ollin,40.79122879999999,-73.93953859999999,380.0,4.5,mexican,ny
Guadalajara De Dia 2,40.7044639587402,-73.9109420776367,86.0,4.0,mexican,ny
Viva Viva Taqueria,40.7654487,-73.9187253,5.0,5.0,mexican,ny
Tacombi - Upper West Side,40.782509999999995,-73.97856,80.0,4.0,mexican,ny
Twisted Mexican Grill,40.772422,-73.92643790000001,44.0,4.5,mexican,ny
Atla,40.7271874,-73.99389240000001,274.0,3.5,mexican,ny
Otto's Tacos,40.7802999,-73.95312,172.0,4.0,mexican,ny
El Vez Burrito Bar,40.714735637679205,-74.015635,129.0,4.0,mexican,ny
New Mexico Place,40.70851,-73.94355999999999,189.0,3.5,mexican,ny
Chinantla,40.69464,-73.95747,108.0,4.0,mexican,ny
Elora's Mexican and Spanish Food,40.658485412597706,-73.9823989868164,214.0,3.5,mexican,ny
Casa Mexicana,40.79898920000001,-73.966955,189.0,4.0,mexican,ny
Dos Toros Taqueria,40.706940531234004,-74.0068830175517,107.0,3.5,mexican,ny
Acapulco,40.7367,-73.95517,275.0,4.0,mexican,ny
El Kucho Mexican Restaurant,40.70073,-73.92551,187.0,4.0,mexican,ny
Maria's Bistro Mexicano,40.651542,-74.003982,245.0,3.5,mexican,ny
Mi Tierra Restaurant,40.6751313899333,-73.9601259960482,35.0,4.0,mexican,ny
Hotel Tortuga,40.73239,-73.98545,498.0,3.5,mexican,ny
Azumma,40.71897,-74.00102,15.0,4.0,mexican,ny
Burritos y Mas NY Tex-Mex,40.78876869982471,-73.9486259859039,152.0,4.0,mexican,ny
Maizal Restaurant & Tequila Bar,40.759331,-73.926035,295.0,4.0,mexican,ny
Taqueria Coatzingo,40.7471912668812,-73.88950685008442,420.0,4.0,mexican,ny
Fatty Daddy Taco,40.669171999999996,-73.986665,354.0,4.0,mexican,ny
Dos Toros,40.702529999999996,-74.01333000000001,17.0,3.5,mexican,ny
Canyon Road Grill,40.770694,-73.953774,236.0,3.5,mexican,ny
jajaja,40.716840000000005,-73.96197,5.0,4.0,mexican,ny
‘ritas,40.7633331939511,-73.9887996051015,20.0,4.0,mexican,ny
Domo Taco,40.673587499494,-73.9567834196103,186.0,3.5,mexican,ny
Homemade Taqueria,40.754693908404796,-73.91656290079791,337.0,4.0,mexican,ny
Oaxaca Taqueria,40.7841453552246,-73.9778137207031,384.0,3.5,mexican,ny
Del Sur Cocina,40.70847,-73.93817,5.0,4.5,mexican,ny
Tijuana Picnic,40.720763399999996,-73.9873657,302.0,3.0,mexican,ny
Guacamole Mexican Restaurant,40.79515,-73.9698,141.0,4.0,mexican,ny
Birria-Landia,40.747258,-73.887784,19.0,5.0,mexican,ny
The Burrito Spot - Brooklyn,40.67473,-73.99802,23.0,3.5,mexican,ny
Common Ground,40.7395,-74.00726,103.0,3.0,mexican,ny
Selena Rosa,40.779514,-73.950149,330.0,3.5,mexican,ny
Castro's Restaurant,40.6938559,-73.964426,267.0,3.5,mexican,ny
BK Taco Factory,40.699987,-73.921334,13.0,4.5,mexican,ny
Chela & Garnacha,40.7557171543477,-73.927811292412,365.0,4.5,mexican,ny
Los Tres Chiflados,40.645497,-73.958364,88.0,4.0,mexican,ny
Made In Mexico Harlem,40.794007213095895,-73.9402346313,105.0,3.5,mexican,ny
Nuevo Mexico Bar & Restaurant,40.66754,-73.98748990000001,244.0,3.5,mexican,ny
Carniceria,40.7100952311239,-73.9520365428969,2.0,5.0,mexican,ny
Tacos Grand Central,40.75164,-73.97418,195.0,4.0,mexican,ny
Burrito Republic,40.700677932427396,-73.8991589471698,86.0,4.0,mexican,ny
Maya Fusion Cafe,40.686009999999996,-73.9116,30.0,4.5,mexican,ny
La Gringa Bar and Grill,40.723475,-73.868923,224.0,4.0,mexican,ny
Vote For Pedro Tequila & Tacos,40.75725,-73.96808,90.0,4.0,mexican,ny
Oaxaca Taqueria,40.68634,-73.954767,162.0,3.5,mexican,ny
Fusion HK Bar and Grill,40.76347,-73.99231,108.0,4.0,mexican,ny
Mexico Lindo Restaurant,40.73981,-73.97984,244.0,3.5,mexican,ny
Antojito Mexicano,40.746038067834704,-73.99051918800821,37.0,4.5,mexican,ny
