Name,Latitude,Longitude,Votes,Rating,Type
Nakamura,40.717975,-73.985115,358,4.0,american
Suzume,40.7131652,-73.9494479,291,4.0,american
Death Ave,40.75106,-74.00193,561,4.0,american
Adalya,40.7362094701213,-73.9874085025025,127,4.0,american
The Meatball Shop,40.721651,-73.988746,2737,4.0,american
Old Tbilisi Garden,40.7287707,-74.0008161,406,3.5,american
Beco,40.71837,-73.95045,334,4.0,american
Cask Bar & Kitchen,40.745414,-73.979004,1328,4.0,american
Angkor Cambodian Bistro,40.76226,-73.95914,271,4.5,american
Canal Street Market,40.71897,-74.00102,174,4.0,american
Meadowsweet,40.7103995,-73.9632384,369,4.0,american
Sushi By M,40.72666,-73.99027,337,4.5,american
99 Favor Taste,40.7176199,-73.99249,1784,4.0,american
Original Buddha Bodai Kosher Vegetarian Restaurant,40.7138543,-73.9989484,969,4.0,american
Riko Peruvian Cuisine,40.750076,-73.995422,686,4.0,american
Meet Noodles,40.73097,-73.9891,159,4.5,american
Dekalb Market Hall,40.691025,-73.983311,640,4.0,american
Noodle Pudding,40.69979,-73.99203,557,4.0,american
Totto Ramen,40.76444,-73.98759,5391,4.0,american
Taiwan Pork Chop House,40.71424,-73.99799,436,4.0,american
Mermaid Oyster Bar,40.7287899,-74.00165,1073,4.0,american
Aurora Soho,40.723543,-74.003199,451,4.0,american
Yaso Tangbao,40.6918206366101,-73.9863992364001,742,3.5,american
The Gumbo Bros,40.68925,-73.9918,324,4.5,american
Cocoron,40.72031,-73.99305,980,4.0,american
Galata Mediterranean Cuisine,40.74531,-73.97753,339,4.5,american
Zyara NY,40.71964,-73.98507,152,4.5,american
Mad For Chicken Williamsburg,40.71142,-73.94751,90,4.5,american
Calle Dao - Bryant Park,40.752155,-73.984223,1670,4.0,american
White Oak Tavern,40.730379,-73.99462,340,4.0,american
Au Za'atar,40.728901,-73.981185,785,4.0,american
TabeTomo,40.72688,-73.98311,273,4.5,american
Parker & Quinn,40.7525862175813,-73.9850713153442,1314,4.0,american
Bisou Bisou,40.6898958381239,-73.9722776709226,79,4.5,american
Maison Pickle,40.7870043970907,-73.9780229034143,882,4.0,american
Father Knows Best,40.6901735,-73.9069755,289,4.0,american
Butler,40.7032670673495,-73.9922419276899,80,4.5,american
Momofuku Nishi,40.7443479,-73.9988054,574,4.0,american
Brooklyn Crab,40.6752649,-74.016568,1003,3.0,american
Nostro East Village,40.726591,-73.9895454,19,4.5,american
The Four Horsemen,40.71305,-73.95732,168,4.5,american
Karczma,40.729977,-73.955128,552,4.5,american
Red Rooster Harlem,40.80815,-73.94488,3169,3.5,american
Prince Street Pizza,40.7229087705545,-73.9944863319397,3252,4.5,american
THEP Thai Restaurant,40.77078,-73.95727,884,4.5,american
Heidi's House By The Side Of The Road,40.772189,-73.955029,597,4.5,american
Nino's 46,40.7569159,-73.980516,1155,4.0,american
Osamil,40.74697,-73.9864,394,4.0,american
Peaches Shrimp and Crab,40.6879838,-73.9625478,287,4.0,american
Flip Sigi,40.73405,-74.00642,678,4.0,american
Samba Kitchen,40.76095,-73.99115,428,4.5,american
Perfect Taste,40.71508,-73.99157,71,4.5,american
Misi,40.71341,-73.96662,239,4.0,american
Samurai Mama,40.7140208838114,-73.960325717926,581,4.0,american
The Ribbon,40.7765198,-73.9774628,378,3.5,american
