Name,Latitude,Longitude,Votes,Rating,Type
Qanoon,40.74524,-74.00202,36.0,4.0,mediterranean
Ovelia,40.765901,-73.918718,714.0,4.0,mediterranean
Byblos Restaurant,40.74423,-73.98571,215.0,4.0,mediterranean
Loukoumi Taverna,40.77079,-73.90268,435.0,4.5,mediterranean
Estiatorio Milos,40.7491302490234,-73.9923629760742,100.0,3.5,mediterranean
Fig & Olive - Uptown,40.7644,-73.96691,415.0,3.5,mediterranean
Mimi's Hummus,40.64035,-73.9667,350.0,4.0,mediterranean
Ten Hope BK,40.713658,-73.957576,16.0,4.5,mediterranean
3Greeks Grill,40.762035,-73.942101,124.0,4.0,mediterranean
The Hummus & Pita,40.73928,-73.99605,628.0,4.0,mediterranean
FLÉ-FLÉ Grill,40.74508,-73.99843,92.0,4.5,mediterranean
Bāng Bar,40.76847,-73.983092,83.0,4.0,mediterranean
Agnanti,40.7809792,-73.9179077,446.0,3.5,mediterranean
Kazuza,40.72602,-73.98393,482.0,4.0,mediterranean
West Wine Bar,40.7288678069569,-73.9592349202377,41.0,4.5,mediterranean
CAVA,40.741658,-73.99337,36.0,4.5,mediterranean
Sam's Falafel Stand,40.7090396819627,-74.0113380915443,195.0,4.5,mediterranean
Arba,40.78438,-73.97392,16.0,4.5,mediterranean
Vino Levantino,40.7929478710728,-73.9720784291819,226.0,4.0,mediterranean
NAYA,40.75885,-73.97504,37.0,4.0,mediterranean
Ted's Corner Tavern,40.7462,-73.9774599,196.0,4.5,mediterranean
Balade Your Way,40.75245,-73.98081,24.0,4.5,mediterranean
Brothers Taverna,40.770903,-73.908172,154.0,4.5,mediterranean
Turkish Kitchen,40.74189,-73.98136,560.0,4.0,mediterranean
Boutique Bistro Bar,40.775414,-73.9093017,60.0,4.5,mediterranean
The Hummus & Pita,40.71474,-74.00671,191.0,4.0,mediterranean
Turco Mediterranean Grill,40.75913,-73.9918,544.0,4.0,mediterranean
Queen's Room,40.7741316,-73.9082624,122.0,4.5,mediterranean
Sofra Mediterranean Grill,40.7427447283466,-73.9188283760369,60.0,4.0,mediterranean
Roti Modern Mediterranean,40.7515315,-73.9745342,215.0,4.0,mediterranean
Bite,40.74189,-73.99305,304.0,4.0,mediterranean
Lezzet Mediterranean Turkish Restaurant,40.763478,-73.967816,7.0,4.5,mediterranean
Aliada,40.76254,-73.926199,363.0,4.0,mediterranean
Village Taverna,40.73339,-73.99306,293.0,3.5,mediterranean
Barca,40.6288650963294,-74.0735902287378,84.0,4.5,mediterranean
Le Souk Restaurant,40.72793,-73.99928,402.0,3.0,mediterranean
Deniz Turkish Mediterranean Cuisine,40.6865844726562,-73.9756927490234,246.0,3.5,mediterranean
Viand,40.7856907,-73.972613,85.0,4.0,mediterranean
Bagatelle,40.739654,-74.005915,720.0,3.5,mediterranean
Merakia,40.74073,-73.99104,148.0,4.0,mediterranean
Hummus Market,40.715385,-73.944839,166.0,4.5,mediterranean
Yefsi Estiatorio,40.7710007,-73.9509195,307.0,4.0,mediterranean
Sunshine - Hummus,40.7310806539702,-73.9934370902108,76.0,5.0,mediterranean
Eat Offbeat,40.727033,-74.0058979,12.0,5.0,mediterranean
Anassa Taverna,40.762037,-73.9660633,300.0,3.5,mediterranean
Romanian Garden,40.7449088452058,-73.921469294812,120.0,3.5,mediterranean
8th Hill,40.7804353,-73.9764397,29.0,4.0,mediterranean
Molyvos,40.7644338,-73.9806394,483.0,3.5,mediterranean
King of Falafel & Shawarma - Cart,40.7592340480098,-73.972864948706,150.0,4.5,mediterranean
Greek Xpress,40.65843,-73.98171,97.0,4.0,mediterranean
BlackSea Fish & Grill,40.7301,-73.863538,337.0,4.0,mediterranean
Shawarma & Grill,40.68824,-73.98925,35.0,4.5,mediterranean
Turkuaz Restaurant,40.7643988,-73.9855199,121.0,4.5,mediterranean
The Lexington Social,40.79057,-73.94768,188.0,3.5,mediterranean
3 Guys Gyro,40.70626,-73.94319,28.0,4.5,mediterranean
Green Fig,40.75912,-73.9956,139.0,3.5,mediterranean
Feb 30,40.7296088493,-74.000741847,8.0,4.5,mediterranean
Sammy's Halal,40.75276,-73.9853,168.0,4.0,mediterranean
Chick P,40.68056,-73.97425,246.0,4.5,mediterranean
The Family Store,40.63544,-74.026,165.0,4.5,mediterranean
Marmar,40.63092,-74.10174,183.0,4.0,mediterranean
Vish Hummus & Happiness,40.71684,-73.96197,16.0,4.5,mediterranean
Arabesque,40.74929,-73.98317,402.0,3.5,mediterranean
Stamatis Restaurant,40.7750206,-73.9133301,388.0,4.0,mediterranean
Mr Falafel,40.670295715332,-73.9790954589844,191.0,4.0,mediterranean
Hamido Seafood,40.7750008,-73.9095623,97.0,4.5,mediterranean
Nefista Vegan Kofteh,40.729414,-74.000735,12.0,5.0,mediterranean
Dill & Parsley,40.7560462224459,-73.9703554478851,142.0,3.5,mediterranean
Lavatera Grill Dumbo,40.70274,-73.99355,15.0,3.5,mediterranean
Pergola,40.745513,-73.989513,749.0,3.5,mediterranean
HaSalon,40.7648145508807,-73.9921808797062,62.0,3.0,mediterranean
Bodrum Mediterranean Restaurant,40.78935,-73.97411,377.0,4.0,mediterranean
Nanoosh,40.77586,-73.98165,416.0,3.5,mediterranean
Elite Williamsburg,40.71609,-73.96286,4.0,5.0,mediterranean
BZ Grill,40.7707089557698,-73.9213913349876,610.0,4.0,mediterranean
Memo Shish Kebab - Brooklyn,40.610334319877,-73.954959538747,296.0,3.5,mediterranean
Barcha,40.79554,-73.93596,10.0,4.5,mediterranean
The Halal Guys,40.7935457420759,-73.9709761352962,371.0,3.5,mediterranean
Truva Cafe and Grill,40.7750966778383,-73.9116586888159,348.0,4.0,mediterranean
Pink Moose,40.75911,-73.96212,141.0,4.5,mediterranean
Jayleen's Special Mediterranean Cuisine,40.7057809440762,-74.0075895935297,53.0,4.0,mediterranean
Gardenia Terrace,40.7675581,-73.9892952,177.0,4.0,mediterranean
Gennaro,40.79178,-73.9718,380.0,3.5,mediterranean
Pita Gyro And Grill,40.7079434,-73.8974053,93.0,4.0,mediterranean
Natureworks,40.745068,-73.981859,247.0,4.0,mediterranean
Open Kitchen,40.709234,-74.006897,104.0,3.5,mediterranean
Kellari Taverna,40.7555313110352,-73.980827331543,602.0,3.5,mediterranean
Medi Winebar,40.765861,-73.987418,405.0,3.5,mediterranean
Ukus,40.762977451086,-73.9131711423397,77.0,4.0,mediterranean
Pita Hot,40.7686506,-73.9248121,279.0,4.0,mediterranean
The Chick Shop,40.75537,-73.97054,60.0,4.5,mediterranean
NAYA,40.763121,-73.977025,204.0,4.0,mediterranean
Paprika kosher,40.74727,-73.9822,101.0,4.0,mediterranean
Ali Baba's Turkish Cuisine,40.75236,-73.97001,276.0,3.0,mediterranean
Fournos Theophilos,40.75194,-73.98945,27.0,4.0,mediterranean
Effy's Kitchen,40.7693069,-73.95823,88.0,4.0,mediterranean
Taverna On The Bay,40.6259299,-74.0750599,98.0,4.5,mediterranean
Hummus Place,40.780044,-73.98027,602.0,4.0,mediterranean
Mombar,40.767456,-73.91246,152.0,4.0,mediterranean
Settepani,40.80435,-73.94766,208.0,3.5,mediterranean
Dill & Parsley,40.75666,-73.98335,28.0,4.0,mediterranean
Maoz Falafel & Grill,40.7580133,-73.9892434,216.0,3.5,mediterranean
Casa La Femme,40.73404,-74.0083499,571.0,3.5,mediterranean
NYC Falafel,40.7225149191837,-73.9890300482512,47.0,4.0,mediterranean
Mangal Kebab,40.7428106,-73.918186,279.0,3.5,mediterranean
The Hummus & Pita,40.7556856020028,-73.9907276053871,380.0,4.0,mediterranean
Social Drink and Food,40.75912,-73.9956,46.0,4.0,mediterranean
Damas Falafel House,40.693359375,-73.9695205688477,113.0,3.5,mediterranean
Zenon Taverna,40.762819,-73.920872,508.0,4.0,mediterranean
Shawarmania,40.7749304,-73.9119036,233.0,4.0,mediterranean
Earth Cafe,40.7954099,-73.9709,195.0,3.5,mediterranean
Healthy Choice Kitchen,40.708203,-73.943629,108.0,4.0,mediterranean
Bosna Express,40.7047891351813,-73.9024043465156,60.0,4.0,mediterranean
Middle Eats,40.74412,-73.9953,63.0,4.0,mediterranean
Taim Midtown,40.75686,-73.97228,61.0,4.0,mediterranean
Yemen Cuisine,40.634918,-74.020725,77.0,4.0,mediterranean
Oasis Falafel,40.728935,-73.950164,71.0,4.0,mediterranean
Nanoosh,40.73425,-73.99233,253.0,3.5,mediterranean
Blue,40.645338,-74.107791,303.0,4.0,mediterranean
Zyara Restaurant,40.76648,-73.91251,117.0,4.0,mediterranean
Dill & Parsley,40.7517080181873,-73.9794427706933,16.0,4.0,mediterranean
The Dish,40.74373,-74.0,214.0,3.5,mediterranean
Gyro World Astoria,40.764944,-73.917251,100.0,4.0,mediterranean
Sammy's Halal,40.72686,-73.98609,14.0,4.0,mediterranean
Symposium Greek Restaurant,40.805419921875,-73.9643325805664,180.0,3.5,mediterranean
Pita Pan,40.67194,-73.9771899,164.0,4.0,mediterranean
This Is Gyro,40.71571,-74.0075,31.0,4.0,mediterranean
Gazala Place,40.76265,-73.98978,370.0,3.5,mediterranean
la tabun,40.62255,-73.96441,12.0,4.0,mediterranean
Gazala's,40.78458,-73.97706,64.0,3.5,mediterranean
Champignon,40.7432661,-73.9964326,249.0,3.5,mediterranean
Seven Seeds,40.72161,-73.95884,2.0,3.5,mediterranean
NY Gyro Xpress,40.74194,-74.0007,114.0,4.0,mediterranean
First Oasis,40.61803,-74.03065,161.0,4.0,mediterranean
Mama Ganoush,40.73564,-73.99409,5.0,4.0,mediterranean
Falafel Tanami,40.6196559,-73.9582359,32.0,5.0,mediterranean
Grill 212,40.78402,-73.97887,163.0,4.0,mediterranean
Gyrohouse NYC,40.7088103,-74.0108584,36.0,4.0,mediterranean
The Roadside Grill,40.767695,-73.9642,11.0,4.5,mediterranean
Pera Soho,40.7238251309896,-74.0032896944427,509.0,3.5,mediterranean
CAVA,40.7528718388986,-73.9876741598475,51.0,3.5,mediterranean
Open Kitchen,40.746926,-73.982776,131.0,3.5,mediterranean
Farah Anatolia,40.76146,-73.96029,192.0,3.5,mediterranean
Sous Vide Kitchen - A Virtual Food Hall,40.73995,-73.98538,30.0,3.5,mediterranean
Momo's Mediterranean Grill,40.679426,-73.863661,33.0,4.0,mediterranean
Falafel Spot,40.64018,-73.91898,22.0,4.5,mediterranean
Anis Modern Mediterranean,40.7527677093987,-73.9275020739381,2.0,4.0,mediterranean
Amaranth Restaurant,40.765811920166,-73.9702758789062,88.0,3.0,mediterranean
Cafe Centro,40.7540842395185,-73.9765333888855,157.0,3.5,mediterranean
Anemos Estiatorio,40.7559948562588,-73.9193926972807,15.0,4.5,mediterranean
House of Gyro & Shawarma,40.7029817917887,-73.8951639856217,46.0,4.0,mediterranean
The Blue Rooftop,40.74526,-73.98163,27.0,3.5,mediterranean
Egypt Royal Cuisine,40.7615637189449,-73.9165577,69.0,3.5,mediterranean
Anka Grill,40.7593033,-73.9705061,213.0,3.5,mediterranean
CAVA,40.716799944155,-74.0355072729312,140.0,4.0,mediterranean
Sido Falafel & More,40.7775898,-73.9785419,159.0,3.5,mediterranean
Molos,40.7713706622218,-74.0132697254743,470.0,3.5,mediterranean
Blue Seafood Bar,40.76685,-73.98615,145.0,3.5,mediterranean
Cafe Mocha,40.72781,-73.98803,335.0,3.5,mediterranean
Cafe Talya,40.6844885741496,-74.1073497064864,242.0,5.0,mediterranean
Bushwick Pita Palace,40.70753,-73.93965,200.0,3.5,mediterranean
Hayaty NYC,40.7259195,-73.9838009,151.0,3.5,mediterranean
Casa Barilla,40.7608455063764,-73.9793730976227,275.0,3.0,mediterranean
Pita Press,40.7070857,-74.0080807,180.0,3.5,mediterranean
Harissa Grill,40.7430133,-73.9363643,11.0,3.5,mediterranean
Empire Gyro,40.72246,-73.98856,59.0,3.5,mediterranean
Telio,40.7924,-73.97376,139.0,3.5,mediterranean
Teta's Kitchen,40.771159,-73.927196,1.0,5.0,mediterranean
Pangea,40.730472,-73.9859,133.0,3.5,mediterranean
The Salty Snapper,40.73205,-74.00215,3.0,5.0,mediterranean
Le Sajj,40.6237164,-74.0248142,100.0,3.5,mediterranean
Horus Café on A,40.727917,-73.982006,338.0,3.0,mediterranean
Pera Mediterranean Brasserie,40.75228,-73.9795,398.0,3.5,mediterranean
Dill & Parsley,40.706162,-74.006831,4.0,3.5,mediterranean
Rafiqi's,40.7457632378467,-73.9822179389687,34.0,4.5,mediterranean
Gyro Grill,40.72412,-73.86956,188.0,3.5,mediterranean
Lavash,40.63899,-73.99872,18.0,4.0,mediterranean
Abide Brooklyn Pita,40.6677219825185,-73.9807175472379,87.0,3.5,mediterranean
Dionysos Restaurant,40.77384,-73.91306,62.0,4.5,mediterranean
Nanoosh,40.7472875,-73.9832812,172.0,3.0,mediterranean
Marina Seafood & Restaurant,40.7685223,-73.9109765,8.0,5.0,mediterranean
Seven Hills Mediterranean Grill,40.7780303955078,-73.9809875488281,216.0,3.5,mediterranean
Royal Falafel & Shawarma,40.729,-73.95034,4.0,4.5,mediterranean
Cleopatra's Needle,40.7924512,-73.9736557,252.0,2.5,mediterranean
Istanbul Grill,40.73988,-74.00322,126.0,3.5,mediterranean
Taboonette,40.72945,-74.00487,2.0,4.5,mediterranean
Moshe's Falafel,40.7572741280559,-73.9820981359181,103.0,4.0,mediterranean
Angelina Cafe,40.723511,-73.9856494,142.0,3.5,mediterranean
Elias Corner,40.7722769546621,-73.9158142188523,188.0,3.5,mediterranean
Hummus Inc,40.69121,-73.98331,5.0,4.5,mediterranean
Samakmak Seafood,40.72675,-74.07624,73.0,4.5,mediterranean
Ali Baba,40.747742,-74.028024,263.0,4.0,mediterranean
Seven Valleys,40.74845,-74.0278699,72.0,4.5,mediterranean
Georges Souvlaki of Astoria & More,40.6282043457031,-74.0133209228516,79.0,4.0,mediterranean
Mamoun's Falafel Restaurant,40.7401318573625,-74.0303168019912,739.0,4.0,mediterranean
Baba Ghanouge,40.71511,-74.00758,146.0,3.0,mediterranean
Stefanos Mediterranean Grille,40.7864566,-74.0454879,202.0,4.0,mediterranean
Ridgewood Eats,40.7007478,-73.9039347,322.0,2.5,mediterranean
Casablanca Grill,40.76153,-73.96021,95.0,3.5,mediterranean
Orient Express Cocktail Bar,40.73573,-74.00746,117.0,3.5,mediterranean
Cafe 82,40.78579,-73.97821,137.0,3.5,mediterranean
Taim FiDi,40.70769,-74.00767,59.0,3.5,mediterranean
Hudson Kebab House,40.78216,-74.01208,130.0,4.5,mediterranean
Cafe Istanbul,40.76666,-73.91237,23.0,4.0,mediterranean
Jerusalem Restaurant,40.7997299,-73.96852,165.0,3.0,mediterranean
Moshe's Falafel,40.75729,-73.982168,18.0,4.5,mediterranean
Taheni Mediterranean Grill,40.6650377515107,-73.9798863371133,10.0,4.5,mediterranean
Mordi's Schnitzel Truck,40.7144933,-74.0337762,75.0,4.5,mediterranean
Hush Cafe Lounge & Garden,40.727355,-73.892555,77.0,3.5,mediterranean
Memo Shish Kebab,40.7428577,-73.9931724,88.0,3.5,mediterranean
Dill & Parsley,40.75696,-73.9759,43.0,3.5,mediterranean
Think Sweet,40.60441,-73.96928,39.0,4.5,mediterranean
Le Reve,40.759871,-73.971123,280.0,2.5,mediterranean
Chobana,40.62332,-74.03129,30.0,4.0,mediterranean
Rainbow Falafel,40.7372248917818,-73.9907332509756,150.0,3.5,mediterranean
