Name,Latitude,Longitude,Votes,Rating,Category,City
Luigi's Grille & More,29.69336355,-95.41506182,1,5,Mexican,Houston
Luigi's Italian Food,29.748648,-95.378565,30,3.5,Italian,Houston
Luigi's Pizzeria,29.71584432,-95.45168638,197,4,Italian,Houston
Luling City Market,29.7331026,-95.4573137,231,3,BBQ,Houston
Lulus Mediterranean,29.730681,-95.431788,5,4.5,Mediterranean,Houston
Lupe Tortilla,29.73192012,-95.41678386,484,3.5,Mexican,Houston
Lupe Tortilla,29.77462,-95.40987,302,3.5,Mexican,Houston
M&M Grill,29.70125,-95.38558,712,4.5,Mediterranean,Houston
M&M Grill,29.70125,-95.38558,712,4.5,Mexican,Houston
Maggiano's Little Italy,29.74507,-95.460509,634,3.5,Italian,Houston
Maggie Ritas,29.760394,-95.364167,22,3,Mexican,Houston
Mama Chela's,29.6651886,-95.2625889,2,5,Mexican,Houston
Mama Ninfa's Tacos Y Tortas,29.75957,-95.36472,11,3,Mexican,Houston
Mamma Altman's Kangaroo Pizza,29.85916,-95.40984,23,4.5,Italian,Houston
Mandola's Deli,29.73764,-95.33956,271,4.5,Italian,Houston
Marchese's Take-Home Kitchen,29.84097398,-95.41927088,25,5,Italian,Houston
Maria's Tacos and More,29.8400321,-95.4290771,21,3.5,Mexican,Houston
Mary'z Mediterranean Cuisine,29.7706311,-95.40680612,216,4,Mediterranean,Houston
MC's Barbecue,29.80987302,-95.32674305,11,4,BBQ,Houston
Mediterranean Grill House,29.758873,-95.365029,19,4,Mediterranean,Houston
Mediterraneo Bar & Grill,29.74215718,-95.45715244,2,2,Mediterranean,Houston
Merida Restaurant,29.7583485,-95.3439636,100,3.5,Mexican,Houston
Mi Charro,29.7273576,-95.32089967,1,3,Mexican,Houston
Mi Cosina Mexicana,29.7452969,-95.300456,2,2.5,Mexican,Houston
Mi Lindo Michoacan Taqueria,29.67719901,-95.26718527,1,5,Mexican,Houston
Mi Pueblito Refresqueria,29.705559,-95.308358,4,4,Mexican,Houston
Mi Sombrero Restaurant,29.8177843,-95.4111047,110,4,Mexican,Houston
Mia Bella Trattoria,29.7534685,-95.36411673,279,4,Italian,Houston
Mia Bella Trattoria,29.73236971,-95.43815114,361,4.5,Italian,Houston
Mina Ristorante,29.73819405,-95.43631392,16,4,Italian,Houston
Molina's Cantina,29.70549365,-95.4374957,129,3,Mexican,Houston
Mona Fresh Italian Food -Downtown,29.759444,-95.3648084,10,3.5,Italian,Houston
Monterrey Taqueria & Bar,29.72498,-95.32351,34,3.5,Mexican,Houston
Mr Elote,30.31268,-95.45541,3,2.5,Mexican,Houston
Mucho Mexico Cafe And Bakery,29.80302238,-95.26580811,11,4,Mexican,Houston
Mucho Mexico Restaurante,29.77313087,-95.29102725,52,3.5,Mexican,Houston
Nancy's Taqueria,29.767467,-95.37191,1,3,Mexican,Houston
Naomi's Tacos,29.685359,-95.2797178,11,3.5,Mexican,Houston
Napoli Wine Cafe,29.770219,-95.407797,5,4,Italian,Houston
Napoli Wine Cafe,29.770219,-95.407797,5,4,BBQ,Houston
Neveria & Taqueria El Quijote,29.68481003,-95.30152794,16,4.5,Mexican,Houston
Nick's Grill,29.80929592,-95.45855313,97,3.5,Italian,Houston
Nick's Grill,29.80929592,-95.45855313,97,3.5,Mediterranean,Houston
Nickel Sandwich Grill,29.77669,-95.3148,59,4,BBQ,Houston
Niko Niko's Greek & American Cafe,29.74651,-95.39218,1887,4,Mediterranean,Houston
Ninfa's Express,29.76035,-95.36416,18,2,Mexican,Houston
Ninfa's Mexican Cafe,29.738976,-95.463121,57,2.5,Mexican,Houston
Ninfa's Mexican Restaurant,29.668205,-95.2608907,177,4,Mexican,Houston
Nino's,29.75723868,-95.39542173,127,3.5,Italian,Houston
No Toques Mi Taco Taqueria,29.82854,-95.39951,3,3.5,Mexican,Houston
North Italia,29.74858686,-95.46202532,1515,4,Italian,Houston
Nundini Chef's Table,29.78044,-95.40868,273,3.5,Italian,Houston
Oddball Eats,29.75865954,-95.36390315,53,4.5,Mediterranean,Houston
Oh My Gogi!,29.71644228,-95.41483629,527,4,Mexican,Houston
Ojos Locos,29.83078425,-95.38151468,60,2.5,Mexican,Houston
Old Fashion Barbeque,29.665747,-95.332945,8,4.5,BBQ,Houston
Olive Garden Italian Restaurant,29.729419,-95.425071,162,3,Italian,Houston
Olive Garden Italian Restaurant,29.691725,-95.414985,166,2.5,Italian,Houston
Olive Garden Italian Restaurant,29.81633,-95.46388,111,3,Italian,Houston
OMG BBQ,29.80415608,-95.38536187,64,3.5,BBQ,Houston
OMG Boogie's BBQ,29.7950319,-95.38813312,1,2,BBQ,Houston
Original Napoli By Papa Zack,29.6894215,-95.4753952,88,4,Italian,Houston
Osso & Kristalla,29.7574509,-95.3579026,242,4,Italian,Houston
Ostioneria Michoacan,29.71631,-95.31567,25,2.5,Mexican,Houston
Otto's Bar B Que & Hamburgers Downtown,29.757639,-95.370361,38,3.5,BBQ,Houston
Otto's Barbeque,29.754695,-95.36236,17,2.5,BBQ,Houston
Otto's BBQ,29.75527,-95.36304,14,2.5,BBQ,Houston
Otto’s,29.76012,-95.3656,2,4.5,BBQ,Houston
Ottos,29.76035,-95.36416,15,4,BBQ,Houston
Ouzo Bay,29.742318,-95.453565,97,3.5,Mediterranean,Houston
P&C Smokehouse,29.71628,-95.41465,2,5,BBQ,Houston
P&C Smokehouse,29.71628,-95.41465,2,5,Mexican,Houston
Pancho's Mexican Buffet,29.847017,-95.391414,60,2.5,Mexican,Houston
Panini,29.760161,-95.365669,14,3,Mexican,Houston
Paparruchos,29.73513985,-95.46615601,220,2.5,Mexican,Houston
Pappa's Bar B Q,29.68234,-95.36651,9,3.5,BBQ,Houston
Pappas Bar-B-Q,29.74853,-95.36857,240,3,BBQ,Houston
Pappas Bar-B-Q,29.66741,-95.26223,109,3,BBQ,Houston
Pappas Bar-B-Q,29.69,-95.41714,215,3,BBQ,Houston
Pappas Bar-B-Q,29.7582561,-95.36920065,69,2.5,BBQ,Houston
Pappas Bar-B-Q,29.700516,-95.294411,88,3,BBQ,Houston
Pappas Bar-B-Q,29.831004,-95.381568,82,2.5,BBQ,Houston
Pasha,29.71482468,-95.41386414,290,4,Mediterranean,Houston
Patrenella's,29.76912,-95.4021,347,4,Italian,Houston
Paulie's,29.7428749,-95.4064275,781,4,Italian,Houston
Paw Paw Chico BBQ,30.06258402,-95.39364166,124,4.5,BBQ,Houston
Penjamo El Grande,29.787224,-95.303604,13,5,Mexican,Houston
Perbacco,29.760168,-95.365059,167,4,Italian,Houston
Perico's,29.81199455,-95.45960236,64,3,Mexican,Houston
Peru Gourmet,29.663261,-95.464823,104,4.5,Mexican,Houston
Phil-Paul BBQ,29.77578131,-95.33791076,2,2.5,BBQ,Houston
Piada Italian Street Food,29.76099,-95.42052,366,4,Italian,Houston
Piatto Ristorante,29.737821,-95.459841,122,4,Italian,Houston
Picatta,29.85996,-95.47387,29,3.5,Italian,Houston
Pineda's Taqueria,29.87644649,-95.60729641,1,5,Mexican,Houston
Pinkerton's Barbecue,29.79868,-95.3815,634,4.5,BBQ,Houston
Piola,29.74287234,-95.37988452,586,4,Italian,Houston
Pistolero's,29.742544,-95.39836,430,3.5,Mexican,Houston
Pizza Hut,29.70654406,-95.412196,38,2,Italian,Houston
Pizza Hut,29.75183515,-95.3554789,41,1.5,Italian,Houston
Pizza Hut,40.58359,-86.68242,2,3,Italian,Houston
Pizza Hut,29.7773536,-95.39692909,49,1.5,Italian,Houston
Pizza Hut,38.3953654,-95.47680938,48,2.5,Italian,Houston
Pizza Hut,29.73221502,-95.44191949,39,2,Italian,Houston
Pizza Hut,21.43478651,-158.184206,11,2,Italian,Houston
Pizza Hut,29.73168,-95.308754,20,2,Italian,Houston
Pizza Hut,29.82752566,-95.43136762,25,2,Italian,Houston
Pizza Hut,29.74377,-95.39454,35,1.5,Italian,Houston
Pizza Hut,29.672799,-95.275912,19,1.5,Italian,Houston
Pizza Hut,29.691864,-95.412197,25,1.5,Italian,Houston
Pizza Hut,29.719047,-95.337754,30,1.5,Italian,Houston
Pizza Hut,41.0999832,-80.758954,6,3.5,Italian,Houston
Pizza Hut,29.828912,-95.3797083,13,1.5,Italian,Houston
Pizza Hut,29.703344,-95.296103,4,2.5,Italian,Houston
Pizza Hut,35.42854,-80.59944,5,2.5,Italian,Houston
Pizza Hut,29.85040925,-95.26501402,6,2.5,Italian,Houston
Pizza Hut,29.842,-95.4727227,23,1.5,Italian,Houston
Pizza Hut,29.724399,-95.476807,2,2.5,Italian,Houston
Pizza Love,29.74201163,-95.39061764,100,3,Italian,Houston
Pizzeria Solario,29.73479326,-95.44114916,293,4,Italian,Houston
Pizzini's Italian Restaurant,29.77210236,-95.24736023,29,4,Italian,Houston
Pizzitola's Bar-B-Cue,29.7756968,-95.4097256,188,3.5,BBQ,Houston
Poblano's,29.71078,-95.40048,22,2.5,Mexican,Houston
Poco Mexico,29.76012,-95.3656,1,2,Mexican,Houston
Polanquito,29.76628,-95.40922,121,4.5,Mexican,Houston
POllO AsadO El ROdeO,29.77747676,-95.28998492,1,3,Mexican,Houston
Pollo Bravo,29.76102892,-95.42041111,49,4,Mexican,Houston
"Pollos Asados ""El Huasteco""",29.867974,-95.384333,1,5,Mexican,Houston
Pollos Asados Delmitas,29.763056,-95.363056,5,4,Mexican,Houston
Pollos Asados El Regio,29.845845,-95.3785879,10,2.5,Mexican,Houston
Pollos Asados La Silla,29.74817657,-95.32696418,44,3.5,Mexican,Houston
Pollos Asados La Silla,29.71254,-95.27848,4,3.5,Mexican,Houston
Pollos Asados Los Regios,29.79401,-95.36127,2,4.5,Mexican,Houston
Ponchy's Tacos,30.0113,-95.56494,5,4.5,Mexican,Houston
Ponte Vecchio,29.7580735,-95.370181,1,2,Italian,Houston
Porras Prontito,29.7729749,-95.307205,31,4,Mexican,Houston
Postino Heights,29.78306,-95.3985299,401,4,Italian,Houston
Postino Montrose,29.74651,-95.39033,62,4.5,Italian,Houston
Potente,29.75723789,-95.35744749,204,4.5,Italian,Houston
Prego,29.71601436,-95.41751631,266,3.5,Italian,Houston
Presitas Taqueria,29.68865043,-95.29632278,2,4.5,Mexican,Houston
Prima Pasta,29.70545769,-95.41795349,192,3.5,Italian,Houston
Pronto Cucinino,29.75476,-95.39173,173,3,Italian,Houston
Pronto Cucinino,29.7058851,-95.4270885,100,3,Italian,Houston
Puebla's Mexican Kitchen,29.808234,-95.389334,179,4.5,Mexican,Houston
Quattro Restaurant,29.75401,-95.36277,196,4,Italian,Houston
Que Pollaso,29.7068521,-95.3093427,18,4,Mexican,Houston
Quesadillas Y Mas Las Parados,29.79302853,-95.3757401,4,5,Mexican,Houston
Ranchero King Buffet,29.7849768,-95.475329,32,2.5,Mexican,Houston
Ranchero King Buffet,29.852,-95.39612,62,2.5,Mexican,Houston
Ray's BBQ Shack,29.7026499,-95.3567173,661,4.5,BBQ,Houston
RDQ,29.83457947,-95.41005707,7,5,BBQ,Houston
Refresqueria Rio Azul,29.68623141,-95.296887,8,3,Mexican,Houston
Refresqueria Tampico,29.74325725,-95.32621734,17,4,Mexican,Houston
Rey Del Pollo,29.71719909,-95.2907502,23,2.5,Mexican,Houston
Rey Del Pollo,29.67674114,-95.29117976,1,4,Mexican,Houston
Reyes Mexican Curios,29.77636337,-95.30976105,1,5,Mexican,Houston
Rincon Norteno,29.76228,-95.2838349,1,1,Mexican,Houston
Rio Verde Taqueria Y Restaurant,29.68475723,-95.29650116,18,3.5,Mexican,Houston
Rio Verdence,29.78353,-95.35586,14,4.5,Mexican,Houston
Ristorante Cavour,29.757721,-95.45835,46,3.5,Italian,Houston
Riva's Italian Restaurant,29.74605,-95.39248,516,4,Italian,Houston
Rocco's,29.79333,-95.35928,57,4.5,Italian,Houston
Roma,29.7149,-95.41475,73,4,Italian,Houston
Romano's Pizza,29.75440623,-95.40046792,420,4,Italian,Houston
Romey's Rib Shack,30.00142288,-95.26283264,4,4,BBQ,Houston
Rosalie Italian Soul,29.75795614,-95.37117988,15,3.5,Italian,Houston
Roti,29.7092641,-95.4014984,2,5,Mediterranean,Houston
Roti Modern Mediterranean,29.709644,-95.401239,2,5,Mediterranean,Houston
Ruchi's Mexican Grill,29.73122,-95.4672,142,3.5,Mexican,Houston
Ruchi's Mexican Grill,29.67874,-95.42829,103,3,Mexican,Houston
Ruchis Taqueria El Rincon De Mexico,29.703977,-95.296368,7,2,Mexican,Houston
Ruiz Tortilleria Y Taqueria,29.74190709,-95.30695472,1,5,Mexican,Houston
Russo's New York Pizzeria,29.75198,-95.37711,236,3,Italian,Houston
Russo's New York Pizzeria,29.78570751,-95.4656291,122,3.5,Italian,Houston
Russo's New York Pizzeria,29.6890166,-95.4130874,142,3.5,Italian,Houston
Russo's New York Pizzeria,29.6893849,-95.4641114,134,3.5,Italian,Houston
Russo's New York Pizzeria,29.756283,-95.370379,77,2.5,Italian,Houston
Sabor Latino Taqueria,29.8637791,-95.4128265,1,5,Mexican,Houston
Safina,29.70820226,-95.40418178,22,3.5,Mediterranean,Houston
Salsas Mexican Grill,29.8040734,-95.4124178,74,4,Mexican,Houston
Saltillo Mexican Kitchen,29.70336,-95.47523,114,4,Mexican,Houston
Salva-Mex,29.69884795,-95.28724484,1,5,Mexican,Houston
San Marcos Taqueria & Refresqueria,29.6939679,-95.2781089,4,5,Mexican,Houston
Sarita's Taqueria,29.85497,-95.37212,2,4.5,Mexican,Houston
Sarpinos Pizzeria,29.697266,-95.4166058,144,3.5,Italian,Houston
Savoir,29.79596,-95.39889,34,4,Mediterranean,Houston
Sazon Los Abuelos #2,29.86005,-95.40156,1,5,Mexican,Houston
Sbarro,29.738978,-95.46251,15,2.5,Italian,Houston
Shawarma Stop,29.74295,-95.39627,3,4.5,Mediterranean,Houston
Shawarma Wagon,29.77035,-95.41606,1,5,Mediterranean,Houston
Siu Lap City,29.74512,-95.37747,94,4.5,BBQ,Houston
Sizzling Gyro,29.7059208,-95.4139797,36,4,Mediterranean,Houston
Sol Cafe Mejicano,29.7557678,-95.366951,22,3,Mexican,Houston
Sonora Tacos & Hotdogs,29.73402236,-95.40572707,33,4.5,Mexican,Houston
Sophia's,29.757547,-95.370399,21,3,Mexican,Houston
Sorrento Ristorante Italiano,29.7444128,-95.3867141,306,4,Italian,Houston
Soul Taco,29.81062357,-95.41160546,28,4.5,Mexican,Houston
Spaghetti Western,29.80263121,-95.43274192,92,3.5,Italian,Houston
Spaghetti Western Italian Cafe,29.775061,-95.409362,276,4,Italian,Houston
Spanish Flowers Mexican Restaurant,29.7970336,-95.3819464,428,3.5,Mexican,Houston
Spanish Village Restaurant,29.72724152,-95.37754059,139,3.5,Mexican,Houston
Star Pizza,29.7700571,-95.3961846,437,3.5,Italian,Houston
Strato 550,29.75460508,-95.36986928,7,4,Mediterranean,Houston
Sult'an Pepper,29.73912024,-95.46242934,60,4,Mediterranean,Houston
Sunrise Taquito,29.76102448,-95.41883087,163,3.5,Mexican,Houston
Super La Mexicana,29.67308,-95.44022,162,4,Mexican,Houston
Superica,29.80193,-95.41033,276,4,Mexican,Houston
Supermercado Teloloapan,29.723621,-95.4768969,3,2.5,Mexican,Houston
Taco Bell,29.74923505,-95.410522,64,3,Mexican,Houston
Taco Bell,29.70595,-95.41128,40,3.5,Mexican,Houston
Taco Bell,29.77584,-95.38119,44,1.5,Mexican,Houston
Taco Bell,29.7199965,-95.3475491,1,5,Mexican,Houston
Taco Bell,29.814434,-95.429147,26,3,Mexican,Houston
Taco Bell,29.72594,-95.35011,32,1.5,Mexican,Houston
Taco Bell,29.70176,-95.36348,11,3,Mexican,Houston
Taco Bell,29.672943,-95.28745,20,1.5,Mexican,Houston
Taco Bell,29.775588,-95.314875,2,1.5,Mexican,Houston
Taco Bell,29.81116,-95.3995,11,1,Mexican,Houston
Taco Bell,29.79990869,-95.31728145,5,1.5,Mexican,Houston
Taco Bell,29.82835,-95.37995,6,2,Mexican,Houston
Taco Bell,29.67687617,-95.42693717,21,2,Mexican,Houston
Taco Bell,29.81915674,-95.46652356,11,1.5,Mexican,Houston
Taco Bell,29.85982,-95.473413,5,2.5,Mexican,Houston
Taco Bell,29.69815,-95.29727,6,1.5,Mexican,Houston
Taco Bell,29.72948,-95.30943,12,1.5,Mexican,Houston
Taco Bell,29.85028,-95.262588,3,1.5,Mexican,Houston
Taco Bell Express,29.7257061,-95.33752441,3,2.5,Mexican,Houston
Taco Cabana,29.72269578,-95.34703195,13,3,Mexican,Houston
Taco Cabana,29.73151588,-95.41802216,122,2.5,Mexican,Houston
Taco Cabana,29.77324802,-95.39887369,116,2,Mexican,Houston
Taco Cabana,29.692489,-95.415362,119,2.5,Mexican,Houston
Taco Cabana,29.813184,-95.410346,72,2.5,Mexican,Houston
Taco Cabana,29.67016,-95.4626,41,2.5,Mexican,Houston
Taco Cabana,29.71377,-95.31483,46,2,Mexican,Houston
Taco Keto,29.73877,-95.33909,114,4.5,Mexican,Houston
Taco Loco Truck,29.834303,-95.375313,5,5,Mexican,Houston
Taco Palenque - Houston,29.69888,-95.29726,101,3.5,Mexican,Houston
Taco Stop,29.79937,-95.41194,2,3,Mexican,Houston
Tacodeli,29.7682,-95.37761,304,4,Mexican,Houston
Taconacion,29.68662834,-95.24815369,1,5,Mexican,Houston
Taconmadre,29.77828,-95.2934,53,4,Mexican,Houston
Taconmadre,29.6744,-95.27037,6,3.5,Mexican,Houston
Tacos A Go Go,29.7383884,-95.3798736,902,4,Mexican,Houston
Tacos A Go Go,29.78185751,-95.39003277,436,4,Mexican,Houston
Tacos A Go Go,29.81743,-95.44661,277,4,Mexican,Houston
Tacos A Go Go,29.7588592,-95.3674515,55,3.5,Mexican,Houston
Tacos Aracely's,29.8374,-95.36187,35,4.5,Mexican,Houston
Tacos D Mundo Bus,29.74212,-95.30211,1,4,Mexican,Houston
Tacos del Julio Food Truck,29.80007229,-95.40977586,6,4.5,Mexican,Houston
Tacos El Aragon,29.732056,-95.308502,5,4.5,Mexican,Houston
Tacos El Compadre,29.76783,-95.37967,2,5,Mexican,Houston
Tacos El Palmar,29.8022968,-95.420461,9,4.5,Mexican,Houston
Tacos La Bala,29.84604695,-95.38354989,32,4,Mexican,Houston
Tacos Ole',30.132506,-95.6540728,14,4.5,Mexican,Houston
Tacos Tec Lo Mejor De Monterrey,29.6727,-95.26375,75,4,Mexican,Houston
Tacos Tierra Caliente,29.73829,-95.40826,824,4.5,Mexican,Houston
Tacos Tremendos,29.815062,-95.361511,2,3,Mexican,Houston
Tacos Y Tortas El Pastorsito DF,29.69343016,-95.40837153,26,4.5,Mexican,Houston
Tamales Don Pepe,29.67714,-95.43921,139,4.5,Mexican,Houston
Tamales Mama Tera,29.81110833,-95.38169833,1,5,Mexican,Houston
Tampico Seafood,29.80664,-95.38221,108,3.5,Mexican,Houston
Tapatio’s Mexican Restaurant,29.81877,-95.46021,6,4,Mexican,Houston
Taqueria,29.75851,-95.39753,1,1,Mexican,Houston
Taqueria  La Selva,29.68852,-95.29808,14,4.5,Mexican,Houston
Taqueria 3 Estadios,29.844823,-95.384845,3,2.5,Mexican,Houston
Taqueria 3 Estados,29.84467291,-95.38491913,1,5,Mexican,Houston
Taqueria 9 Hermanos Mexican Food,29.81113,-95.55486,1,1,Mexican,Houston
Taqueria Abasolo,29.77786,-95.35739,28,4,Mexican,Houston
Taqueria Adrian,29.74724597,-95.38902011,4,5,Mexican,Houston
Taqueria Allende,29.7178785,-95.2781962,13,3.5,Mexican,Houston
Taqueria Anabel,29.804839,-95.410177,1,3,Mexican,Houston
Taqueria Barba,29.7516001,-95.39186782,2,2.5,Mexican,Houston
Taqueria Cedral,29.8158348,-95.42958029,10,5,Mexican,Houston
Taqueria Chabelita,29.75016,-95.32171,10,4.5,Mexican,Houston
Taqueria Del Sol,29.68577,-95.27652,356,4,Mexican,Houston
Taqueria Doña Juanita,29.76613998,-95.36488342,1,5,Mexican,Houston
Taqueria Don Tin,29.8462049,-95.3627698,2,4,Mexican,Houston
Taqueria Don Tin 3,29.807531,-95.392181,9,4.5,Mexican,Houston
Taqueria Durango,29.81238952,-95.41045657,5,4.5,Mexican,Houston
Taqueria El Alteno,29.78718,-95.29521,2,2,Mexican,Houston
Taqueria El Alteno # 6,29.76272,-95.28439,3,3,Mexican,Houston
Taqueria El Aragan,29.7318435,-95.30850738,1,5,Mexican,Houston
Taqueria El Barbón,29.705274,-95.245281,1,5,Mexican,Houston
Taqueria El Charro,29.86182184,-95.41213119,13,4.5,Mexican,Houston
Taqueria El Dorado,29.828,-95.37224,7,4.5,Mexican,Houston
Taqueria El Indio,29.84648582,-95.36369943,2,1,Mexican,Houston
Taqueria El Jalisco,29.7087039,-95.4761145,7,3,Mexican,Houston
Taqueria El Nopalito,29.670044,-95.258362,1,5,Mexican,Houston
Taqueria El Pachis,29.76527214,-95.36576843,1,5,Mexican,Houston
Taqueria El Palomo,29.74429,-95.38628,23,4.5,Mexican,Houston
Taqueria El Rojo Loco,29.7941195,-95.3410278,16,4,Mexican,Houston
Taqueria El Sol De Mexico,29.747064,-95.302302,17,3,Mexican,Houston
Taqueria el Sol de Monterrey,29.70214467,-95.30438952,1,1,Mexican,Houston
Taqueria El Taconazo 4,29.82948,-95.36196,2,3,Mexican,Houston
Taqueria el Taconazo Long Point,29.80296565,-95.48246406,9,3.5,Mexican,Houston
Taqueria El Tapatio,29.830654,-95.410341,48,4,Mexican,Houston
Taqueria Elena,29.71674728,-95.31577301,21,4.5,Mexican,Houston
Taqueria Fiesta on Lyons,29.77638515,-95.31334978,1,5,Mexican,Houston
Taqueria Gerrero,29.81885958,-95.47437328,5,4,Mexican,Houston
Taqueria Govea,29.70488358,-95.24498749,1,4,Mexican,Houston
Taqueria Guadalajara,29.71862,-95.2946599,6,5,Mexican,Houston
Taqueria Indio,29.84648582,-95.36369943,1,1,Mexican,Houston
Taqueria La Creacion,29.73327357,-95.37577462,12,5,Mexican,Houston
Taqueria La Fuente,29.85116,-95.3627,2,4,Mexican,Houston
Taqueria La Heroica,29.71661,-95.25968,4,4.5,Mexican,Houston
Taqueria La Morenita,29.70876546,-95.27798284,10,4,Mexican,Houston
Taqueria Laredo,29.79840469,-95.3673172,44,3.5,Mexican,Houston
Taqueria Las Aguilas,29.84171234,-95.26204509,9,4,Mexican,Houston
Taqueria Las Dos Amigas,29.6789449,-95.3170274,1,5,Mexican,Houston
Taqueria Los Charros,29.7375333,-95.3078568,17,4,Mexican,Houston
Taqueria Los Comales,29.77862813,-95.41071162,10,4.5,Mexican,Houston
Taqueria Los Jaliscienses,29.85889435,-95.3850174,4,1.5,Mexican,Houston
Taqueria Los Jaliscienses #10,29.7994003,-95.3613434,7,2.5,Mexican,Houston
Taqueria Los Magueyes,29.845779,-95.401938,1,3,Mexican,Houston
Taqueria Los Mexicanos,29.7412,-95.32155,16,5,Mexican,Houston
Taqueria Matehuala,29.8419955,-95.36286,1,5,Mexican,Houston
Taqueria Maya Quiché,29.77046967,-95.40345001,23,4,Mexican,Houston
Taqueria Mexico,29.70101,-95.29593,25,3,Mexican,Houston
Taqueria Mi Castillo,29.79462,-95.3606,4,5,Mexican,Houston
Taqueria Mi Huetamo,29.85959435,-95.39253998,1,3,Mexican,Houston
Taqueria Mi Illusion,29.71021302,-95.47623932,5,4,Mexican,Houston
Taqueria Mi Jalisco,29.86430709,-95.38450241,20,4,Mexican,Houston
Taqueria Mi Leo,29.83243523,-95.45003447,5,4.5,Mexican,Houston
Taqueria Monchis,29.73474116,-95.3302373,9,4,Mexican,Houston
Taqueria Puerto Jaibo,29.81087875,-95.47483063,4,4,Mexican,Houston
Taqueria Puro Jalisco,29.68552919,-95.29005077,1,5,Mexican,Houston
Taqueria Rincon De Jalisco,29.8121633,-95.4745682,2,5,Mexican,Houston
Taqueria Roxana,29.77856509,-95.40956832,8,4.5,Mexican,Houston
Taqueria San Miguel,29.82618313,-95.36161384,10,4,Mexican,Houston
Taqueria Tacambaro,29.81063271,-95.37998199,26,4.5,Mexican,Houston
Taqueria Taconazo,29.74689,-95.2997199,8,4.5,Mexican,Houston
Taqueria Tepatitlan,29.72521,-95.4753,50,2.5,Mexican,Houston
Taqueria VIP,29.684965,-95.28987,1,5,Mexican,Houston
Taqueria Y Paneria Morelos,29.70142746,-95.30379486,1,5,Mexican,Houston
